au_id,source_stand_count,source_row_count,observed_bin_count,curve_point_count,age_min,age_max,assignment_weight_basis,ambiguous_stand_count,tie_break_stand_count,lexmatch_stand_count,lexmatch_alias_stand_count,sparse_warning,selected_path,rmse,mape,tail_rmse,accepted
cwhvm2_yc_dr_l,1,274,0,0,27,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
cwhvm2_yc_fdc_l,1,284,0,0,17,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
cwhvm2_yc_fdc_m,2,569,49,299,16,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,7.009158,0.005433,3.317034,True
cwhvm2_yc_h,3,835,49,299,16,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,8.233398,0.006244,4.058134,True
cwhvm2_yc_hm_h,27,4229,49,299,17,376,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,19.834159,0.022315,23.345018,True
cwhvm2_yc_hm_l,30,1833,49,299,16,390,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,44.73503,0.040962,55.410809,True
cwhvm2_yc_hm_m,26,2132,49,299,39,376,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,28.128345,0.071976,31.682942,True
cwhvm2_yc_hw_h,33,7486,49,299,15,376,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,7.884464,0.008634,5.714107,True
cwhvm2_yc_hw_l,48,5815,49,299,15,376,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,60.280072,0.077046,66.16144,True
cwhvm2_yc_hw_m,21,4129,49,299,17,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,44.25659,0.039618,55.239021,True
cwhvm2_yc_l,3,499,49,299,24,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,102.801053,2.399363,129.091661,True
cwhvm2_yc_pl_h,1,111,0,0,190,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
cwhvm2_yc_pl_l,2,222,23,299,190,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,0.025882,0.000458,0.025882,True
mhmm1_ba_hm_h,2,561,49,299,18,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,6.966585,0.005613,2.836166,True
mhmm1_ba_hm_l,8,2115,49,299,17,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,4.349721,0.007639,3.402515,True
mhmm1_ba_hw_h,9,2539,49,299,16,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,8.550512,0.005471,3.22903,True
mhmm1_ba_hw_l,15,3051,49,299,17,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,4.160405,0.007239,3.4843,True
mhmm1_ba_hw_m,9,1667,49,299,17,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,10.262804,0.007675,8.992227,True
mhmm1_ba_yc_h,7,1627,49,299,19,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,10.397793,0.006407,3.114836,True
mhmm1_ba_yc_l,15,3976,49,299,17,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,4.278753,0.007192,3.135828,True
mhmm1_cw_hw_h,2,4,1,299,300,326,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,1.16388,0.003344,1.16388,True
mhmm1_cw_hw_l,4,287,49,299,20,326,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,31.68938,0.020184,38.905407,True
mhmm1_cw_hw_m,3,425,49,299,26,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,9.918558,0.013136,11.753944,True
mhmm1_cw_yc_l,1,2,0,0,300,326,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_hm_ba_h,2,552,49,299,24,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,7.18609,0.006461,4.689714,True
mhmm1_hm_ba_l,3,357,49,299,22,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,95.309844,0.093044,119.227139,True
mhmm1_hm_ba_m,4,1062,49,299,32,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,5.412617,0.006471,4.265872,True
mhmm1_hm_cw_l,1,277,0,0,24,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_hm_l,1,39,0,0,262,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_hm_yc_h,6,306,23,299,190,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,48.250641,0.045188,48.250641,True
mhmm1_hm_yc_l,14,2068,49,299,23,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,35.428654,0.029994,43.621023,True
mhmm1_hm_yc_m,4,162,23,299,190,326,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,13.82654,0.035545,13.82654,True
mhmm1_hw_ba_h,25,4915,49,299,17,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,18.026257,0.012501,20.339546,True
mhmm1_hw_ba_l,27,2889,49,299,17,376,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,24.332241,0.024823,28.704226,True
mhmm1_hw_ba_m,21,1471,49,299,25,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,13.130949,0.015967,8.083944,True
mhmm1_hw_cw_h,2,252,29,299,160,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,58.097065,0.096141,58.097065,True
mhmm1_hw_cw_l,2,550,49,299,20,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,6.146003,0.006194,3.206157,True
mhmm1_hw_h,1,111,0,0,190,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_hw_l,1,277,0,0,24,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_hw_yc_h,9,2532,49,299,17,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,8.312832,0.005563,3.781581,True
mhmm1_hw_yc_l,11,1258,49,299,17,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,67.655191,0.051155,84.682321,True
mhmm1_hw_yc_m,4,252,23,299,190,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,2.441367,0.003326,2.441367,True
mhmm1_yc_ba_h,5,1202,49,299,26,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,10.395851,0.009903,8.273658,True
mhmm1_yc_ba_l,9,2358,49,299,39,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,4.150078,0.007834,1.782036,True
mhmm1_yc_cw_h,1,2,0,0,300,326,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_yc_cw_l,1,111,0,0,190,300,shape_area_ha,0,0,0,0,True,insufficient_source_stands,,,,False
mhmm1_yc_h,3,55,11,299,250,326,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,17.856057,0.034528,17.856057,True
mhmm1_yc_hm_h,4,714,49,299,16,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,57.585646,0.037418,71.307142,True
mhmm1_yc_hm_l,6,121,23,299,190,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,16.308968,0.031955,16.308968,True
mhmm1_yc_hm_m,7,1348,49,299,21,300,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,38.842969,0.030433,41.530295,True
mhmm1_yc_hw_h,7,1160,49,299,17,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,19.099767,0.015802,22.384259,True
mhmm1_yc_hw_l,12,1403,49,299,17,326,shape_area_ha,0,0,0,0,False,smoothed_bin_pchip,67.767861,0.066468,84.181175,True
mhmm1_yc_hw_m,4,106,11,299,250,326,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,6.5066,0.041497,6.5066,True
mhmm1_yc_l,4,660,49,299,25,326,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,19.528405,0.019125,23.994159,True
mhmm1_yc_pl_m,2,553,49,299,18,300,shape_area_ha,0,0,0,0,True,smoothed_bin_pchip,5.513233,0.006039,3.775178,True
