au_id,stratum_code,selected_top_90_stratum,area_ha,stand_count,bec_group,bec_zone_code,bec_subzone,bec_variant,species_combo,si_class,mean_si,curve_lane,mp11_curve_role,mp11_source_table,phase10_gate,mp11_parameter_status,phase5_natural_curve_available,mp10_fallback_confidence,candidate_future_genetic_gain,dependency_status,review_status,fallback_or_review_note,downstream_use,model_input_status
cwhvm1_ba_hw_h,CWHvm1_BA+HW,True,311.257048,36,CWHvm1,CWH,vm,1.0,BA+HW,H,30.055555,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_h,CWHvm1_BA+HW,True,311.257048,36,CWHvm1,CWH,vm,1.0,BA+HW,H,30.055555,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_h,CWHvm1_BA+HW,True,311.257048,36,CWHvm1,CWH,vm,1.0,BA+HW,H,30.055555,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_h,CWHvm1_BA+HW,True,311.257048,36,CWHvm1,CWH,vm,1.0,BA+HW,H,30.055555,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,Dr CWHvm1=32.0%,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Yc=10.0%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Yc=10.0%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Yc=10.0%; Hw high-elevation restricted=1.1%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Yc=10.0%; Hw high-elevation restricted=1.1%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw high-elevation restricted=1.1%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Yc=10.0%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Yc=10.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Yc=10.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_m,CWHvm1_DR,True,138.340811,49,CWHvm1,CWH,vm,1.0,DR,M,24.020409,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_m,CWHvm1_DR,True,138.340811,49,CWHvm1,CWH,vm,1.0,DR,M,24.020409,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_m,CWHvm1_DR,True,138.340811,49,CWHvm1,CWH,vm,1.0,DR,M,24.020409,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_dr_m,CWHvm1_DR,True,138.340811,49,CWHvm1,CWH,vm,1.0,DR,M,24.020409,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,Dr CWHvm1=32.0%,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_m,CWHvm1_BA+HW,True,134.660517,28,CWHvm1,CWH,vm,1.0,BA+HW,M,24.892857,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_m,CWHvm1_BA+HW,True,134.660517,28,CWHvm1,CWH,vm,1.0,BA+HW,M,24.892857,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_m,CWHvm1_BA+HW,True,134.660517,28,CWHvm1,CWH,vm,1.0,BA+HW,M,24.892857,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,p10_5_parser_review_required,high-confidence nearest MP10 row by species/SI similarity,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm1_ba_hw_m,CWHvm1_BA+HW,True,134.660517,28,CWHvm1,CWH,vm,1.0,BA+HW,M,24.892857,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_yc_hw_m,CWHvm2_YC+HW,True,65.403134,21,CWHvm2,CWH,vm,2.0,YC+HW,M,12.571428,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,p10_4_review_required,Existing Phase 5 natural curve available for comparison.,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_yc_hw_m,CWHvm2_YC+HW,True,65.403134,21,CWHvm2,CWH,vm,2.0,YC+HW,M,12.571428,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,p10_5_parser_review_required,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_curve_lane_crosswalk_only,not_model_input
cwhvm2_yc_hw_m,CWHvm2_YC+HW,True,65.403134,21,CWHvm2,CWH,vm,2.0,YC+HW,M,12.571428,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,p10_5_parser_review_required,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_curve_lane_crosswalk_only,not_model_input
