feature_id,map_id,polygon_id,area_ha,bec_group,bec_zone_code,bec_subzone,bec_variant,bec_phase,stratum_code,species_combo,estimated_site_index,si_class,au_id,selected_top_90_stratum,for_mgmt_land_base_ind,bclcs_level_1,bclcs_level_2,bclcs_level_3,bclcs_level_4,bclcs_level_5,est_site_index_species_cd,crown_closure,basal_area_75,stems_per_ha_75,est_age_spp1,est_height_spp1,est_age_spp2,est_height_spp2,species_cd_1,species_cd_2,species_cd_3,species_cd_4,species_cd_5,species_cd_6,species_pct_1,species_pct_2,species_pct_3,species_pct_4,species_pct_5,species_pct_6
19394278,092L052,59520719,29.496591,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,DE,HW,80.0,25.00235,3000.0,18.0,9.0,18.0,9.0,HW,FDC,,,,,90.0,10.0,,,,
19396195,092L053,46261172,4.539777,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,20.0,,4018.0,3.0,0.9,3.0,0.7,HW,FDC,,,,,80.0,20.0,,,,
19396214,092L053,50960608,36.862488,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,24.0,,9020.0,6.0,1.6,7.0,3.2,HW,FDC,CW,,,,80.0,10.0,10.0,,,
19456653,092L032,31792348,1.721751,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,21.0,,3233.0,9.0,3.5,10.0,2.5,HW,FDC,CW,YC,BA,,40.0,20.0,20.0,10.0,10.0,
19485190,092L061,94526146,19.124175,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,2467.0,2.0,0.7,3.0,0.8,HW,FDC,,,,,70.0,30.0,,,,
19488072,092L033,31821354,6.73481,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,2886.0,5.0,1.3,4.0,0.8,HW,FDC,,,,,90.0,10.0,,,,
19488619,092L033,88497720,72.174176,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,15.0,,2490.0,4.0,1.1,4.0,1.2,HW,FDC,SS,,,,70.0,20.0,10.0,,,
19488873,092L034,4501813,14.148317,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,,3933.0,9.0,2.9,10.0,4.0,HW,FDC,CW,,,,80.0,10.0,10.0,,,
19491889,092L051,99265705,17.902071,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,25.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,1753.0,8.0,2.1,3.0,0.8,HW,FDC,,,,,70.0,30.0,,,,
19491891,092L051,98805972,30.495247,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,3557.0,2.0,1.0,3.0,0.9,HW,FDC,,,,,80.0,20.0,,,,
19492187,092L052,70804631,16.757919,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,4162.0,2.0,0.6,2.0,0.6,HW,FDC,CW,,,,80.0,10.0,10.0,,,
19492193,092L052,69914505,18.736492,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,25.0,,3200.0,8.0,3.8,8.0,3.6,HW,FDC,CW,,,,80.0,10.0,10.0,,,
19492243,092L052,13813590,28.81017,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,4962.0,3.0,0.8,3.0,0.8,HW,FDC,CW,,,,70.0,20.0,10.0,,,
19492281,092L053,31289951,3.091202,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,DE,HW,70.0,,1550.0,8.0,2.7,10.0,3.5,HW,FDC,,,,,60.0,40.0,,,,
19492327,092L053,55770752,23.867242,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,12.0,,5035.0,2.0,0.3,3.0,0.7,HW,FDC,SS,CW,,,70.0,10.0,10.0,10.0,,
19492340,092L053,51320756,5.08912,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,14.0,,1250.0,3.0,0.6,3.0,0.5,HW,FDC,SS,CW,,,50.0,30.0,10.0,10.0,,
19492346,092L053,48870797,3.504011,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,14.0,,1250.0,3.0,0.6,3.0,0.5,HW,FDC,SS,CW,,,50.0,30.0,10.0,10.0,,
19492377,092L053,59109807,11.6332,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,45.0,,4560.0,9.0,3.6,10.0,5.4,HW,FDC,CW,,,,80.0,10.0,10.0,,,
19492394,092L053,66610287,29.111471,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,17.0,,3200.0,2.0,0.3,3.0,0.8,HW,FDC,CW,,,,70.0,20.0,10.0,,,
19492403,092L053,66482007,11.925194,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,25.0,,2700.0,5.0,1.8,5.0,1.8,HW,FDC,CW,,,,55.0,40.0,5.0,,,
19492997,092L053,84442788,23.773609,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,55.0,,4848.0,8.0,4.8,8.0,4.6,HW,FDC,,,,,90.0,10.0,,,,
19493221,092L053,71421909,4.890899,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,13.0,,2200.0,3.0,0.8,3.0,0.9,HW,FDC,CW,,,,70.0,20.0,10.0,,,
19493231,092L053,88591026,18.783848,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,14.0,,3012.0,3.0,0.8,3.0,1.3,HW,FDC,,,,,70.0,30.0,,,,
19777850,092L035,93387930,4.623317,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,45.0,3.0,1850.0,7.0,4.2,7.0,4.2,HW,FDC,CW,,,,50.0,30.0,20.0,,,
20075384,092L053,22060708,23.617744,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,58.0,,4480.0,13.0,8.0,13.0,7.9,HW,FDC,CW,,,,70.0,20.0,10.0,,,
20080185,092L052,49660118,19.705149,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,,7000.0,9.0,4.5,9.0,4.5,HW,FDC,SS,,,,80.0,10.0,10.0,,,
20081077,092L043,48223776,3.832339,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,50.0,,3415.0,7.0,4.0,8.0,4.5,HW,FDC,,,,,80.0,20.0,,,,
20081078,092L043,50713467,17.433922,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,50.0,,3415.0,7.0,4.0,8.0,4.5,HW,FDC,,,,,80.0,20.0,,,,
20081828,092L033,82429752,8.621172,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,50.0,10.0,8275.0,12.0,4.6,13.0,4.7,HW,FDC,,,,,90.0,10.0,,,,
20081832,092L033,83349577,16.346394,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,35.0,,5225.0,11.0,5.0,11.0,5.0,HW,FDC,,,,,90.0,10.0,,,,
20081838,092L033,83269788,1.497738,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,35.0,,4550.0,11.0,4.5,11.0,5.0,HW,FDC,,,,,90.0,10.0,,,,
20148872,092L053,45700162,31.400749,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,55.0,,5880.0,8.0,3.1,12.0,6.0,HW,FDC,,,,,90.0,10.0,,,,
20152338,092L053,50161224,4.53733,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,3.0,1100.0,9.0,6.0,9.0,6.0,HW,FDC,CW,,,,50.0,30.0,20.0,,,
20152339,092L053,51071135,1.673132,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,,1660.0,12.0,4.6,13.0,4.7,HW,FDC,SS,,,,50.0,40.0,10.0,,,
20152340,092L053,51010890,24.819896,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,2291.0,2.0,0.2,2.0,0.2,HW,FDC,,,,,60.0,40.0,,,,
20152344,092L053,52620972,13.406085,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,,1660.0,12.0,4.6,13.0,4.7,HW,FDC,SS,,,,50.0,40.0,10.0,,,
20152346,092L053,51151095,1.095549,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,3.0,1100.0,9.0,6.0,9.0,6.0,HW,FDC,CW,,,,50.0,30.0,20.0,,,
20155232,092L053,40111157,7.801801,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,45.0,,3860.0,12.0,5.2,13.0,5.2,HW,FDC,,,,,90.0,10.0,,,,
20155235,092L053,40361008,2.169929,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,4867.0,2.0,0.3,3.0,0.4,HW,FDC,,,,,90.0,10.0,,,,
20155237,092L053,41621520,3.205635,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,1080.0,3.0,0.4,3.0,0.7,HW,FDC,CW,SS,,,50.0,20.0,20.0,10.0,,
21440299,092L033,85109396,11.240658,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,58.0,,2400.0,10.0,5.2,11.0,7.2,HW,FDC,BA,,,,80.0,10.0,10.0,,,
21463799,092L053,71822267,35.885868,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,35.0,,2694.0,6.0,2.7,6.0,3.0,HW,FDC,,,,,65.0,35.0,,,,
23339381,092L061,59251429,36.773323,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,1779.0,3.0,0.6,3.0,0.8,HW,FDC,SS,CW,,,60.0,20.0,10.0,10.0,,
23339699,092L051,61453131,16.36136,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,11.0,,967.0,3.0,1.1,3.0,1.1,HW,FDC,SS,CW,BA,,50.0,20.0,10.0,10.0,10.0,
23340421,092L053,93653971,8.289981,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,,3915.0,13.0,6.0,13.0,6.0,HW,FDC,CW,,,,80.0,10.0,10.0,,,
23340470,092L053,71492694,29.188973,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,35.0,,2556.0,3.0,0.8,4.0,1.2,HW,FDC,CW,,,,60.0,30.0,10.0,,,
23340482,092L053,86142346,1.084772,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,40.0,,1960.0,11.0,5.5,12.0,6.4,HW,FDC,BA,,,,70.0,20.0,10.0,,,
23340620,092L053,40981201,24.6548,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,45.0,,4060.0,12.0,5.3,13.0,5.2,HW,FDC,,,,,90.0,10.0,,,,
23340659,092L053,39860424,20.925305,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,28.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,SP,HW,20.0,,4533.0,3.0,0.7,3.0,0.6,HW,FDC,,,,,90.0,10.0,,,,
23342385,092L043,32978943,10.27705,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,25.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,DE,HW,75.0,10.0,2500.0,12.0,7.0,14.0,7.0,HW,FDC,CW,,,,70.0,20.0,10.0,,,
23646899,092L035,91758072,1.780113,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,38.0,15.974831,1088.0,25.0,11.9,25.0,12.9,HW,FDC,CW,,,,50.0,30.0,20.0,,,
23646914,092L035,90818025,4.564939,CWHvm1,CWH,vm,1,,CWHvm1_HW+FDC,HW+FDC,26.0,L,cwhvm1_hw_fdc_l,True,Y,V,T,U,TC,OP,HW,45.0,3.0,1850.0,7.0,4.2,7.0,4.2,HW,FDC,CW,,,,50.0,30.0,20.0,,,
13520006,092L044,5513770,3.883832,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,35.0,49.61201,705.0,42.0,25.2,,,HW,,,,,,100.0,,,,,
13520011,092L044,4883822,4.265779,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,55.0,53.38472,808.0,42.0,24.2,,,HW,,,,,,100.0,,,,,
13520067,092L044,1883747,13.706146,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,33.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,26.30627,1518.0,24.0,16.0,,,HW,,,,,,100.0,,,,,
13520069,092L044,5882895,1.643607,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,36.0,H,cwhvm1_hw_h,True,N,V,T,U,TC,SP,HW,8.0,39.477562,598.0,47.0,25.8,,,HW,,,,,,100.0,,,,,
13520076,092L044,5653375,2.610813,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,34.0,H,cwhvm1_hw_h,True,N,V,T,U,TC,SP,HW,8.0,49.71272,613.0,42.0,27.8,,,HW,,,,,,100.0,,,,,
13520085,092L044,3963797,11.239089,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,65.0,26.20328,1621.0,24.0,15.2,,,HW,,,,,,100.0,,,,,
13520091,092L044,3482954,5.244652,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,57.00328,810.0,47.0,28.3,,,HW,,,,,,100.0,,,,,
13520092,092L044,402952,3.85201,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,35.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,58.9282,833.0,42.0,26.2,,,HW,,,,,,100.0,,,,,
13520101,092L044,1494334,2.547014,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,27.08508,1705.0,24.0,15.2,,,HW,,,,,,100.0,,,,,
13520510,092L034,29171009,3.436749,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,55.0,51.417572,815.0,47.0,24.8,,,HW,,,,,,100.0,,,,,
13520515,092L034,19177746,13.421032,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,34.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,56.23271,757.0,42.0,27.4,,,HW,,,,,,100.0,,,,,
13521077,092L034,10420194,8.923858,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,34.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,55.0,53.4147,858.0,42.0,25.0,,,HW,,,,,,100.0,,,,,
13521146,092L034,9241099,2.481377,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,51.68163,721.0,42.0,26.1,,,HW,,,,,,100.0,,,,,
13521308,092L034,18278330,31.223556,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,35.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,55.603,900.0,42.0,25.2,,,HW,,,,,,100.0,,,,,
13521396,092L061,85622527,1.78932,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,35.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,57.367973,682.0,57.0,28.5,,,HW,,,,,,100.0,,,,,
13523025,092L051,18591235,11.050258,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,35.0,7.14891,830.0,19.0,10.0,,,HW,,,,,,100.0,,,,,
13523113,092L024,36195437,1.405186,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,90.0,45.59063,996.0,42.0,20.3,,,HW,,,,,,100.0,,,,,
13523201,092L024,37105351,1.311924,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,90.0,36.02343,641.0,41.0,20.8,,,HW,,,,,,100.0,,,,,
13523261,092L024,30875837,1.765186,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,77.0,20.69408,1817.0,23.0,12.2,,,HW,,,,,,100.0,,,,,
13523269,092L024,37105437,0.146564,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,90.0,23.062151,618.0,41.0,15.9,,,HW,,,,,,100.0,,,,,
13523470,092L024,30775790,0.319598,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,,77.0,18.50791,1770.0,22.0,11.5,,,HW,,,,,,100.0,,,,,
13524092,092L043,69485527,2.37486,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,SP,HW,12.0,30.161,422.0,62.0,24.9,,,HW,,,,,,100.0,,,,,
13524429,092L043,86965131,2.872037,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,59.19952,762.0,52.0,28.0,,,HW,,,,,,100.0,,,,,
13524715,092L043,85254637,8.992306,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,57.74405,801.0,52.0,27.7,,,HW,,,,,,100.0,,,,,
13524718,092L043,81204971,7.365801,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,57.9305,746.0,52.0,28.5,,,HW,,,,,,100.0,,,,,
13525163,092L043,24953676,10.193129,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,,,14.0,7.0,,,HW,,,,,,100.0,,,,,
13525473,092L043,56759003,2.095838,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,65.0,56.80894,745.0,57.0,27.1,,,HW,,,,,,100.0,,,,,
14128632,092L061,68229874,4.799569,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,35.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,55.585407,670.0,61.0,29.5,,,HW,,,,,,100.0,,,,,
14128651,092L061,70799960,17.980496,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,33.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,OP,HW,60.0,56.230152,619.0,60.0,30.5,,,HW,,,,,,100.0,,,,,
16570972,092L032,52491079,8.010869,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,65.0,17.0,620.0,30.0,18.0,,,HW,,,,,,100.0,,,,,
16571006,092L032,44762036,11.882464,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,70.0,10.0,720.0,25.0,14.0,,,HW,,,,,,100.0,,,,,
16571137,092L032,52911617,6.574049,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,15.0,630.0,30.0,17.0,,,HW,,,,,,100.0,,,,,
16571159,092L032,66342621,4.987101,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,65.0,20.0,519.0,40.0,25.2,,,HW,,,,,,100.0,,,,,
16571196,092L032,75399425,14.459419,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,13.00001,600.0,30.0,17.0,,,HW,,,,,,100.0,,,,,
16571213,092L032,85801719,5.50444,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,55.0,15.0,520.0,30.0,17.0,,,HW,,,,,,100.0,,,,,
16571243,092L032,97691875,5.95884,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,55.0,10.0,650.0,25.0,15.9,,,HW,,,,,,100.0,,,,,
16571255,092L032,74199959,3.869713,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,55.0,12.99999,580.0,30.0,18.0,,,HW,,,,,,100.0,,,,,
16571270,092L032,55121337,16.451403,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,65.0,8.0,650.0,25.0,14.0,,,HW,,,,,,100.0,,,,,
16571302,092L032,41761107,4.652745,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,15.0,599.0,30.0,17.0,,,HW,,,,,,100.0,,,,,
16571353,092L032,74948921,4.304398,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,50.0,4.0,520.0,20.0,11.0,,,HW,,,,,,100.0,,,,,
16571356,092L032,67132149,12.99053,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,15.0,620.0,30.0,19.0,,,HW,,,,,,100.0,,,,,
16571414,092L032,41560958,3.349085,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,32.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,55.0,10.0,600.0,25.0,15.9,,,HW,,,,,,100.0,,,,,
16571511,092L032,61931639,8.604067,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,29.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,17.0,500.0,40.0,22.0,,,HW,,,,,,100.0,,,,,
16571572,092L032,70091886,13.181692,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,55.0,8.0,630.0,25.0,14.0,,,HW,,,,,,100.0,,,,,
16571699,092L032,56402593,5.996593,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,13.0,530.0,30.0,18.0,,,HW,,,,,,100.0,,,,,
16571740,092L032,75580499,1.904172,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,30.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,65.0,30.0,420.0,50.0,28.0,,,HW,,,,,,100.0,,,,,
16571871,092L032,77509996,8.632082,CWHvm1,CWH,vm,1,,CWHvm1_HW,HW,31.0,H,cwhvm1_hw_h,True,Y,V,T,U,TC,DE,HW,60.0,16.00001,600.0,30.0,18.0,,,HW,,,,,,100.0,,,,,
