step_id,label,step_kind,source_area_ha,deducted_area_ha,retained_area_ha,mp11_target_ha,delta_to_mp11_ha,delta_to_mp11_pct,input_fragment_count,active_fragment_count,deducted_fragment_count,balance_error_ha,checkpoint_status,artifact_gpkg,notes
mp11_t12_280,Total Operable Reductions,checkpoint,157048.16951263338,34284.74813038947,122763.42138224392,36216.0,-1931.2518696105326,-5.332592968882628,40529,40529,0,-7.275957614183426e-12,p9rf_total_operable_reductions_checkpoint,planning/tfl6_mp11_p9rf_table12_step_280.gpkg,Checkpoint only. Reports cumulative P9RF operable reductions from Step 090 through Step 270 against the MP11 total-operable-reductions target. This row validates the deduction total; the retained area is the same active surface used for the Current THLB checkpoint.
