au_id,plot_path,curve_lanes,has_natural_curve
cwhvm1_dr_hw_l,plots/tipsy_vdyp_tfl6-cwhvm1_dr_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_dr_hw_m,plots/tipsy_vdyp_tfl6-cwhvm1_dr_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_dr_l,plots/tipsy_vdyp_tfl6-cwhvm1_dr_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_dr_m,plots/tipsy_vdyp_tfl6-cwhvm1_dr_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_ba_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_ba_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_ba_m,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_cw_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_cw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_cw_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_cw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_cw_m,plots/tipsy_vdyp_tfl6-cwhvm1_hw_cw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_dr_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_dr_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_dr_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_dr_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_dr_m,plots/tipsy_vdyp_tfl6-cwhvm1_hw_dr_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_fd_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_fd_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_fd_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_fd_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_fd_m,plots/tipsy_vdyp_tfl6-cwhvm1_hw_fd_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_fdc_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_fdc_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_fdc_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_fdc_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_m,plots/tipsy_vdyp_tfl6-cwhvm1_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_ss_h,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ss_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_ss_l,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ss_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_hw_ss_m,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ss_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_ss_hw_h,plots/tipsy_vdyp_tfl6-cwhvm1_ss_hw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_ss_hw_l,plots/tipsy_vdyp_tfl6-cwhvm1_ss_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_ss_hw_m,plots/tipsy_vdyp_tfl6-cwhvm1_ss_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_yc_cw_h,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_yc_cw_l,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_yc_cw_m,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_yc_hw_h,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_yc_hw_l,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm1_yc_hw_m,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_ba_hw_h,plots/tipsy_vdyp_tfl6-cwhvm2_ba_hw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_ba_hw_l,plots/tipsy_vdyp_tfl6-cwhvm2_ba_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_ba_hw_m,plots/tipsy_vdyp_tfl6-cwhvm2_ba_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_cw_hw_h,plots/tipsy_vdyp_tfl6-cwhvm2_cw_hw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_cw_hw_l,plots/tipsy_vdyp_tfl6-cwhvm2_cw_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_cw_hw_m,plots/tipsy_vdyp_tfl6-cwhvm2_cw_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_ba_h,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_ba_l,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_ba_m,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_cw_h,plots/tipsy_vdyp_tfl6-cwhvm2_hw_cw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_cw_l,plots/tipsy_vdyp_tfl6-cwhvm2_hw_cw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_cw_m,plots/tipsy_vdyp_tfl6-cwhvm2_hw_cw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_yc_h,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_yc_l,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_hw_yc_m,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_yc_hw_h,plots/tipsy_vdyp_tfl6-cwhvm2_yc_hw_h.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_yc_hw_l,plots/tipsy_vdyp_tfl6-cwhvm2_yc_hw_l.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
cwhvm2_yc_hw_m,plots/tipsy_vdyp_tfl6-cwhvm2_yc_hw_m.png,existing_managed_11_50;existing_managed_1_10;future_managed,True
