au_id,base_au,si_level,accepted,selected_path,source_stand_count,age_min,age_max,max_volume,peak_age,peak_volume,terminal_volume,first_age_ge_1,first_age_ge_10,first_age_ge_50,volume_at_80,volume_at_120,volume_at_200,volume_at_250,terminal_uptick_from_post_peak_min,terminal_uptick_ratio,last_20_gain,last_50_gain,max_single_year_drop,max_single_year_gain,negative_year_count,large_negative_year_count,sign_change_count,shape_severity,shape_flags,recommended_action,lmh_order_violation_count,lmh_order_max_violation_m3ha
cwhvm1_dr_hw_m,cwhvm1_dr_hw,M,True,smoothed_bin_pchip,95,1,299,537.438671,125,537.438671,415.26719,3.0,8.0,17.0,442.180209,536.957216,451.578571,429.418561,0.0,0.0,-10.61021,-14.191391,-1.524379,7.767904,129,0,1,ok,,accept_shape,0,0.0
cwhvm1_fd_hw_h,cwhvm1_fd_hw,H,True,smoothed_bin_pchip,21,1,299,1303.409737,170,1303.409737,1219.049009,3.0,7.0,14.0,873.615678,1186.162181,1284.173938,1247.746463,0.0,0.0,-10.930741,-29.330554,-0.949388,15.237701,123,0,1,ok,,accept_shape,0,0.0
cwhvm1_fd_hw_l,cwhvm1_fd_hw,L,True,smoothed_bin_pchip,28,1,299,844.079539,175,844.079539,767.1,4.0,10.0,23.0,439.11995,715.34916,827.757914,784.751309,0.0,0.0,-4.049809,-18.491631,-0.975037,11.654301,108,0,1,ok,,accept_shape,0,0.0
cwhvm1_fd_hw_m,cwhvm1_fd_hw,M,True,smoothed_bin_pchip,23,1,299,1016.234264,220,1016.234264,901.571927,3.0,8.0,16.0,603.490282,835.199521,1001.625937,985.638997,0.0,0.0,-16.197806,-86.402566,-2.741189,9.994567,71,0,1,ok,,accept_shape,0,0.0
cwhvm1_fdc_cw_l,cwhvm1_fdc_cw,L,True,smoothed_bin_pchip,12,1,299,1179.500694,195,1179.500694,1071.053506,4.0,9.0,16.0,734.493205,1006.315764,1178.820243,1141.555207,0.0,0.0,-15.998805,-72.187876,-2.094542,12.624756,92,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_h,cwhvm1_hw,H,True,smoothed_bin_pchip,220,1,299,1022.037747,170,1022.037747,919.382757,5.0,10.0,18.0,671.173885,919.310732,1005.018684,962.199447,0.0,0.0,-17.144611,-43.751935,-1.609515,11.875808,126,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_l,cwhvm1_hw,L,True,smoothed_bin_pchip,351,1,299,736.515343,175,736.515343,601.36401,14.0,22.0,32.0,454.753543,648.80731,726.862447,656.337271,0.0,0.0,-11.176239,-57.203648,-2.274875,11.470023,117,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_m,cwhvm1_hw,M,True,smoothed_bin_pchip,439,1,299,961.76346,165,961.76346,824.163612,6.0,12.0,21.0,620.384915,864.546186,934.889588,877.122802,0.0,0.0,-18.012662,-54.408203,-2.261226,11.754677,129,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_ba_h,cwhvm1_hw_ba,H,True,smoothed_bin_pchip,513,1,299,1140.601626,170,1140.601626,1018.402069,4.0,8.0,16.0,763.83848,1034.038953,1126.057541,1073.285341,0.0,0.0,-19.773777,-56.194233,-1.764138,12.919643,122,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_ba_l,cwhvm1_hw_ba,L,True,smoothed_bin_pchip,910,1,299,896.689914,155,896.689914,727.00864,7.0,14.0,23.0,605.191116,826.422541,839.211687,765.570294,0.0,0.0,-9.259572,-40.110234,-2.054696,11.753259,134,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_ba_m,cwhvm1_hw_ba,M,True,smoothed_bin_pchip,1196,1,299,1085.130137,170,1085.130137,952.22,4.0,9.0,17.0,710.725932,979.432178,1063.96255,1007.118494,0.0,0.0,-15.774249,-56.456723,-1.578301,12.013581,127,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_cw_h,cwhvm1_hw_cw,H,True,smoothed_bin_pchip,342,1,299,1191.464499,170,1191.464499,1068.184615,4.0,8.0,16.0,783.674322,1074.138831,1178.614317,1122.381968,0.0,0.0,-17.728214,-55.717658,-1.649231,13.193058,121,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_cw_l,cwhvm1_hw_cw,L,True,smoothed_bin_pchip,1059,1,299,833.554668,170,833.554668,676.073067,9.0,16.0,26.0,510.077044,733.664558,801.590793,726.199397,0.0,0.0,-11.023596,-51.958049,-1.855418,11.024537,126,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_cw_m,cwhvm1_hw_cw,M,True,smoothed_bin_pchip,1562,1,299,1049.389612,175,1049.389612,940.267463,5.0,11.0,19.0,663.539764,930.224673,1035.218392,984.970712,0.0,0.0,-14.485464,-45.951785,-1.262927,11.981386,120,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_dr_h,cwhvm1_hw_dr,H,True,smoothed_bin_pchip,132,1,299,892.242516,160,892.242516,765.489853,5.0,10.0,18.0,639.201336,825.765472,875.32313,824.885603,0.0,0.0,-20.558464,-60.809478,-1.430434,11.885714,132,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_dr_l,cwhvm1_hw_dr,L,True,smoothed_bin_pchip,147,1,299,740.151049,155,740.151049,576.280691,13.0,21.0,31.0,503.80406,687.622997,680.310088,616.846011,0.0,0.0,-17.030365,-41.458573,-2.012308,14.390458,139,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_dr_m,cwhvm1_hw_dr,M,True,smoothed_bin_pchip,146,1,299,841.232533,155,841.232533,703.972016,7.0,12.0,21.0,620.111734,799.800369,809.63213,755.552152,0.0,0.0,-20.000424,-52.717003,-1.137984,11.974917,138,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_fdc_h,cwhvm1_hw_fdc,H,True,smoothed_bin_pchip,51,1,299,1231.651499,175,1231.651499,1118.2584,4.0,8.0,16.0,803.115442,1105.968729,1219.559567,1170.670552,0.0,0.0,-16.470666,-53.78684,-1.393372,13.685401,121,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_fdc_l,cwhvm1_hw_fdc,L,True,smoothed_bin_pchip,108,1,299,1153.230919,170,1153.230919,1056.992807,4.0,8.0,16.0,736.454367,1029.830036,1137.333276,1094.762811,0.0,0.0,-13.548675,-38.651079,-0.88239,12.142112,123,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_yc_l,cwhvm1_hw_yc,L,True,smoothed_bin_pchip,24,1,299,700.71252,145,700.71252,612.117826,5.0,10.0,20.0,517.883495,675.506677,681.588504,633.652087,0.0,0.0,-2.512054,-23.091533,-1.738841,9.818827,95,0,1,ok,,accept_shape,0,0.0
cwhvm1_hw_yc_m,cwhvm1_hw_yc,M,True,smoothed_bin_pchip,36,1,299,1178.446091,165,1178.446091,1000.572455,5.0,10.0,19.0,768.14733,1056.609269,1129.263184,1044.044367,0.0,0.0,-12.701715,-44.787258,-2.263726,14.584654,129,0,1,ok,,accept_shape,0,0.0
cwhvm1_ss_ba_l,cwhvm1_ss_ba,L,True,smoothed_bin_pchip,4,1,299,1383.20556,185,1383.20556,1138.1675,4.0,7.0,14.0,912.058574,1236.163783,1379.516742,1304.590125,0.0,0.0,-37.09238,-170.275691,-4.995652,15.388717,107,0,1,ok,,accept_shape,0,0.0
cwhvm1_ss_cw_h,cwhvm1_ss_cw,H,True,smoothed_bin_pchip,9,1,299,1286.138301,150,1286.138301,1140.015701,5.0,9.0,16.0,984.969971,1237.969759,1244.232372,1187.474046,0.0,0.0,-17.955523,-48.518849,-1.191457,18.548979,143,0,1,ok,,accept_shape,0,0.0
cwhvm1_ss_cw_m,cwhvm1_ss_cw,M,True,smoothed_bin_pchip,4,1,299,981.028166,165,981.028166,893.187004,4.0,10.0,21.0,591.992598,877.032031,940.024941,909.6089,0.0,0.0,-6.244565,-16.770487,-1.702497,12.752591,124,0,1,ok,,accept_shape,0,0.0
cwhvm1_ss_hw_l,cwhvm1_ss_hw,L,True,smoothed_bin_pchip,49,1,299,1099.62384,175,1099.62384,968.529236,5.0,11.0,19.0,726.347349,989.997839,1087.646924,1026.130073,0.0,0.0,-14.965502,-59.262726,-1.688724,13.282026,118,0,1,ok,,accept_shape,0,0.0
cwhvm1_ss_hw_m,cwhvm1_ss_hw,M,True,smoothed_bin_pchip,49,1,299,1167.609253,155,1167.609253,966.770849,3.0,7.0,14.0,811.435742,1088.392071,1101.94269,1028.543376,0.0,0.0,-21.842881,-63.091325,-2.083835,13.628472,142,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_cw_h,cwhvm2_ba_cw,H,True,smoothed_bin_pchip,3,1,299,1227.611351,180,1227.611351,1203.141739,6.0,12.0,21.0,781.911647,1105.566249,1226.061128,1215.738452,0.0,0.0,-5.139,-12.838914,-0.299384,15.099445,38,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_cw_l,cwhvm2_ba_cw,L,True,smoothed_bin_pchip,3,1,299,715.726077,190,715.726077,685.0344,12.0,20.0,31.0,439.183556,638.730237,714.854089,699.935408,0.0,0.0,-5.705516,-15.226716,-0.332886,10.380819,87,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_hw_h,cwhvm2_ba_hw,H,True,smoothed_bin_pchip,36,1,299,1197.498764,170,1197.498764,1126.914103,5.0,10.0,18.0,814.163292,1093.199457,1187.081053,1157.182319,0.0,0.0,-10.217535,-30.974644,-0.726416,14.776258,122,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_hw_l,cwhvm2_ba_hw,L,True,smoothed_bin_pchip,57,1,299,866.105948,170,866.105948,763.174082,10.0,17.0,27.0,542.629638,772.820661,834.373694,794.082782,0.0,0.0,-11.53091,-31.695404,-1.384193,12.505219,128,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_hw_m,cwhvm2_ba_hw,M,True,smoothed_bin_pchip,59,1,299,1105.856113,180,1105.856113,1037.411503,5.0,11.0,19.0,730.321495,997.639638,1101.864226,1070.531552,0.0,0.0,-9.610902,-34.06076,-0.950859,13.204541,106,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_yc_h,cwhvm2_ba_yc,H,True,smoothed_bin_pchip,9,1,299,1176.087894,190,1176.087894,1095.856302,3.0,7.0,16.0,731.314406,1042.444373,1174.910799,1134.409502,0.0,0.0,-11.101217,-39.768344,-1.230521,16.431852,99,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_yc_l,cwhvm2_ba_yc,L,True,smoothed_bin_pchip,9,1,299,485.297873,175,485.297873,395.1,33.0,45.0,59.0,160.741022,364.049354,467.722491,434.870148,0.0,0.0,-5.101867,-41.03605,-1.458583,6.02662,109,0,1,ok,,accept_shape,0,0.0
cwhvm2_ba_yc_m,cwhvm2_ba_yc,M,True,smoothed_bin_pchip,6,1,299,916.91047,200,916.91047,900.158195,11.0,19.0,29.0,525.740372,789.873677,916.91047,909.609351,0.0,0.0,-3.850518,-9.640942,-0.205105,12.228777,0,0,0,ok,,accept_shape,0,0.0
cwhvm2_cw_ba_l,cwhvm2_cw_ba,L,True,smoothed_bin_pchip,2,1,299,1319.588171,185,1319.588171,1244.526102,4.0,8.0,15.0,865.508084,1174.559467,1316.407822,1280.777502,0.0,0.0,-13.970233,-37.031493,-0.805492,14.568905,106,0,1,ok,,accept_shape,0,0.0
cwhvm2_hw_dr_l,cwhvm2_hw_dr,L,True,smoothed_bin_pchip,7,1,299,664.480016,155,664.480016,554.506316,6.0,12.0,23.0,437.557933,608.89895,632.000507,590.050851,0.0,0.0,-13.537203,-36.330852,-0.946868,7.690019,138,0,1,ok,,accept_shape,0,0.0
cwhvm2_hw_fdc_l,cwhvm2_hw_fdc,L,True,smoothed_bin_pchip,2,1,299,869.176462,200,869.176462,830.34344,8.0,15.0,27.0,453.324369,701.842498,869.176462,852.003748,0.0,0.0,-8.699517,-22.099415,-0.482163,9.3343,89,0,1,ok,,accept_shape,0,0.0
cwhvm2_hw_fdc_m,cwhvm2_hw_fdc,M,True,smoothed_bin_pchip,2,1,299,1099.188089,185,1099.188089,1034.379236,5.0,10.0,18.0,652.393663,940.012986,1096.113117,1062.484283,0.0,0.0,-10.466003,-28.77358,-0.741494,11.365928,106,0,1,ok,,accept_shape,0,0.0
cwhvm2_hw_hm_l,cwhvm2_hw_hm,L,True,smoothed_bin_pchip,3,1,299,1092.73306,180,1092.73306,995.135501,6.0,12.0,21.0,657.272504,952.613239,1085.383206,1040.664523,0.0,0.0,-17.792235,-46.48992,-1.036809,12.257388,113,0,1,ok,,accept_shape,0,0.0
cwhvm2_hw_ss_h,cwhvm2_hw_ss,H,True,smoothed_bin_pchip,2,1,299,830.37923,190,830.37923,785.534866,6.0,12.0,23.0,486.624654,704.220768,829.4789,807.723235,0.0,0.0,-8.272316,-22.674765,-0.56907,8.925487,93,0,1,ok,,accept_shape,0,0.0
cwhvm2_hw_yc_h,cwhvm2_hw_yc,H,True,smoothed_bin_pchip,50,1,299,1130.529329,180,1130.529329,1047.809964,5.0,10.0,19.0,691.418147,991.286594,1117.672463,1074.634026,0.0,0.0,-9.799725,-27.489435,-1.047047,12.878712,117,0,1,ok,,accept_shape,0,0.0
cwhvm2_yc_ba_h,cwhvm2_yc_ba,H,True,smoothed_bin_pchip,8,1,299,1181.308364,175,1181.308364,1117.455045,9.0,16.0,25.0,761.014144,1069.147388,1174.857899,1145.44452,0.0,0.0,-10.615995,-28.601128,-0.649218,18.767884,112,0,1,ok,,accept_shape,0,0.0
cwhvm2_yc_ba_l,cwhvm2_yc_ba,L,True,smoothed_bin_pchip,14,1,299,473.0,295,473.0,473.0,27.0,39.0,53.0,195.841858,373.687949,466.200836,471.184482,0.0,0.0,0.544304,1.871769,0.0,6.406589,0,0,0,ok,,accept_shape,0,0.0
cwhvm2_yc_ba_m,cwhvm2_yc_ba,M,True,smoothed_bin_pchip,13,1,299,919.52871,190,919.52871,874.714831,12.0,20.0,31.0,517.582845,797.510233,918.82781,902.854941,0.0,0.0,-18.075831,-28.488392,-4.863661,12.551538,84,0,1,ok,,accept_shape,0,0.0
cwhvm2_yc_fdc_m,cwhvm2_yc_fdc,M,True,smoothed_bin_pchip,2,1,299,991.023854,180,991.023854,932.265747,4.0,9.0,18.0,644.467966,890.874603,987.086753,959.436842,0.0,0.0,-10.414194,-27.761225,-0.612751,11.015916,107,0,1,ok,,accept_shape,0,0.0
cwhvm2_yc_pl_l,cwhvm2_yc_pl,L,True,smoothed_bin_pchip,2,1,299,40.0928,191,40.0928,39.75,7.0,35.0,,25.348285,34.278212,39.9,39.799494,0.0,0.0,-0.013451,-0.050752,-0.0264,0.364446,0,0,0,ok,,accept_shape,0,0.0
mhmm1_ba_hm_h,mhmm1_ba_hm,H,True,smoothed_bin_pchip,2,1,299,979.539369,200,979.539369,958.220377,7.0,13.0,22.0,633.130961,870.565472,979.539369,972.314227,0.0,0.0,-5.816231,-14.342045,-0.323407,11.926022,46,0,1,ok,,accept_shape,0,0.0
mhmm1_ba_hm_l,mhmm1_ba_hm,L,True,smoothed_bin_pchip,8,1,299,526.1812,299,526.1812,526.1812,30.0,43.0,58.0,157.424858,359.355431,515.856963,522.968137,0.0,0.0,1.143987,3.292488,0.0,6.216151,0,0,0,ok,,accept_shape,0,0.0
mhmm1_ba_yc_h,mhmm1_ba_yc,H,True,smoothed_bin_pchip,7,1,299,1193.49399,210,1193.49399,1166.30456,8.0,14.0,23.0,749.496136,1067.535248,1193.032956,1184.744991,0.0,0.0,-9.876712,-18.738347,-1.92312,15.932861,60,0,1,ok,,accept_shape,0,0.0
mhmm1_ba_yc_l,mhmm1_ba_yc,L,True,smoothed_bin_pchip,15,1,299,531.0552,299,531.0552,531.0552,31.0,44.0,58.0,162.8709,363.107457,515.200328,525.272432,0.0,0.0,2.062883,5.923895,0.0,5.877501,0,0,0,ok,,accept_shape,0,0.0
mhmm1_yc_ba_h,mhmm1_yc_ba,H,True,smoothed_bin_pchip,5,1,299,845.514506,170,845.514506,792.269829,12.0,21.0,32.0,490.537733,754.975936,820.124775,800.849445,0.0,0.0,-3.266966,-8.771115,-1.118763,12.265977,55,0,1,ok,,accept_shape,0,0.0
mhmm1_yc_ba_l,mhmm1_yc_ba,L,True,smoothed_bin_pchip,9,1,299,469.594933,299,469.594933,469.594933,26.0,38.0,53.0,193.391249,360.237668,455.22928,464.095685,0.0,0.0,1.887829,5.635496,0.0,6.503934,0,0,0,ok,,accept_shape,0,0.0
mhmm1_yc_pl_m,mhmm1_yc_pl,M,True,smoothed_bin_pchip,2,1,299,759.533295,180,759.533295,701.640972,7.0,14.0,25.0,437.840543,649.135378,754.107011,723.948746,0.0,0.0,-8.295402,-22.835242,-0.657558,8.479359,108,0,1,ok,,accept_shape,0,0.0
