au_id,base_au,si_level,accepted,selected_path,source_stand_count,age_min,age_max,max_volume,peak_age,peak_volume,terminal_volume,first_age_ge_1,first_age_ge_10,first_age_ge_50,volume_at_80,volume_at_120,volume_at_200,volume_at_250,terminal_uptick_from_post_peak_min,terminal_uptick_ratio,last_20_gain,last_50_gain,max_single_year_drop,max_single_year_gain,negative_year_count,large_negative_year_count,sign_change_count,shape_severity,shape_flags,recommended_action,lmh_order_violation_count,lmh_order_max_violation_m3ha
cwhvm1_cw_fd_h,cwhvm1_cw_fd,H,False,insufficient_source_stands,1,16,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_cw_fd_l,cwhvm1_cw_fd,L,False,insufficient_source_stands,1,30,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_cw_hm_m,cwhvm1_cw_hm,M,False,insufficient_source_stands,1,250,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_cw_pw_l,cwhvm1_cw_pw,L,False,insufficient_source_stands,1,28,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_dr_ac_l,cwhvm1_dr_ac,L,False,insufficient_source_stands,1,200,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_dr_ba_l,cwhvm1_dr_ba,L,False,insufficient_source_stands,1,50,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_dr_fd_l,cwhvm1_dr_fd,L,False,insufficient_source_stands,1,24,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fd_ba_l,cwhvm1_fd_ba,L,False,insufficient_source_stands,1,47,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fd_cw_h,cwhvm1_fd_cw,H,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fd_cw_l,cwhvm1_fd_cw,L,False,insufficient_source_stands,1,112,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fdc_cw_h,cwhvm1_fdc_cw,H,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fdc_dr_l,cwhvm1_fdc_dr,L,False,insufficient_source_stands,1,28,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fdc_pw_l,cwhvm1_fdc_pw,L,False,insufficient_source_stands,1,92,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fdc_ss_h,cwhvm1_fdc_ss,H,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_fdc_ss_l,cwhvm1_fdc_ss,L,False,insufficient_source_stands,1,50,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hm_ba_h,cwhvm1_hm_ba,H,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hm_ba_l,cwhvm1_hm_ba,L,False,insufficient_source_stands,1,172,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hm_ba_m,cwhvm1_hm_ba,M,False,insufficient_source_stands,1,242,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hm_cw_l,cwhvm1_hm_cw,L,False,insufficient_source_stands,1,250,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hw_fdi_l,cwhvm1_hw_fdi,L,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hw_hw_h,cwhvm1_hw_hw,H,False,insufficient_source_stands,1,35,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hw_hw_l,cwhvm1_hw_hw,L,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hw_pl_l,cwhvm1_hw_pl,L,False,insufficient_source_stands,1,27,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hw_plc_l,cwhvm1_hw_plc,L,False,insufficient_source_stands,1,27,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_hw_yc_h,cwhvm1_hw_yc,H,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_mb_l,cwhvm1_mb,L,False,insufficient_source_stands,1,80,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_pl_l,cwhvm1_pl,L,False,insufficient_source_stands,1,300,326,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_pl_hw_h,cwhvm1_pl_hw,H,False,insufficient_source_stands,1,25,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_pl_hw_l,cwhvm1_pl_hw,L,False,insufficient_source_stands,1,22,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_pl_sx_l,cwhvm1_pl_sx,L,False,insufficient_source_stands,1,23,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_pl_yc_l,cwhvm1_pl_yc,L,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_pli_at_l,cwhvm1_pli_at,L,False,insufficient_source_stands,1,262,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_ss_ba_h,cwhvm1_ss_ba,H,False,insufficient_source_stands,1,42,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_ss_fdc_l,cwhvm1_ss_fdc,L,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_sx_bl_l,cwhvm1_sx_bl,L,False,insufficient_source_stands,1,262,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_yc_m,cwhvm1_yc,M,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted;lmh_order_violation,borrow_or_fallback_required,1,329.741933
cwhvm1_yc_ba_h,cwhvm1_yc_ba,H,False,insufficient_source_stands,1,28,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_yc_ba_l,cwhvm1_yc_ba,L,False,insufficient_source_stands,1,42,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm1_yc_fdc_l,cwhvm1_yc_fdc,L,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_ba_cw_m,cwhvm2_ba_cw,M,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_ba_dr_l,cwhvm2_ba_dr,L,False,insufficient_source_stands,1,20,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_cw_dr_h,cwhvm2_cw_dr,H,False,insufficient_source_stands,1,40,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted;lmh_order_violation,borrow_or_fallback_required,1,17.872057
cwhvm2_cw_fdc_h,cwhvm2_cw_fdc,H,False,insufficient_source_stands,1,25,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_cw_fdc_l,cwhvm2_cw_fdc,L,False,insufficient_source_stands,1,31,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_cw_hm_h,cwhvm2_cw_hm,H,False,insufficient_source_stands,1,362,376,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_cw_hm_l,cwhvm2_cw_hm,L,False,insufficient_source_stands,1,200,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fd_hw_l,cwhvm2_fd_hw,L,False,insufficient_source_stands,1,262,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fdc_l,cwhvm2_fdc,L,False,insufficient_source_stands,1,26,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fdc_ba_l,cwhvm2_fdc_ba,L,False,insufficient_source_stands,1,15,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fdc_cw_l,cwhvm2_fdc_cw,L,False,insufficient_source_stands,1,28,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fdc_dr_l,cwhvm2_fdc_dr,L,False,insufficient_source_stands,1,25,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fdc_hw_l,cwhvm2_fdc_hw,L,False,insufficient_source_stands,1,20,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_fdc_yc_l,cwhvm2_fdc_yc,L,False,insufficient_source_stands,1,31,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_hm_cw_h,cwhvm2_hm_cw,H,False,insufficient_source_stands,1,52,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted;lmh_order_violation,borrow_or_fallback_required,1,1048.480589
cwhvm2_hw_fdc_h,cwhvm2_hw_fdc,H,False,insufficient_source_stands,1,25,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_hw_hw_l,cwhvm2_hw_hw,L,False,insufficient_source_stands,1,30,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_hw_ss_l,cwhvm2_hw_ss,L,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_hw_ss_m,cwhvm2_hw_ss,M,False,insufficient_source_stands,1,250,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_hw_tw_l,cwhvm2_hw_tw,L,False,insufficient_source_stands,1,45,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_pli_l,cwhvm2_pli,L,False,insufficient_source_stands,1,30,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_ss_l,cwhvm2_ss,L,False,insufficient_source_stands,1,23,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_ss_hw_h,cwhvm2_ss_hw,H,False,insufficient_source_stands,1,30,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_sx_l,cwhvm2_sx,L,False,insufficient_source_stands,1,100,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_sx_fdi_l,cwhvm2_sx_fdi,L,False,insufficient_source_stands,1,262,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_yc_dr_l,cwhvm2_yc_dr,L,False,insufficient_source_stands,1,27,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_yc_fdc_l,cwhvm2_yc_fdc,L,False,insufficient_source_stands,1,17,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvm2_yc_pl_h,cwhvm2_yc_pl,H,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_cw_yc_l,mhmm1_cw_yc,L,False,insufficient_source_stands,1,300,326,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_hm_l,mhmm1_hm,L,False,insufficient_source_stands,1,262,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_hm_cw_l,mhmm1_hm_cw,L,False,insufficient_source_stands,1,24,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_hw_h,mhmm1_hw,H,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_hw_l,mhmm1_hw,L,False,insufficient_source_stands,1,24,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_yc_cw_h,mhmm1_yc_cw,H,False,insufficient_source_stands,1,300,326,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
mhmm1_yc_cw_l,mhmm1_yc_cw,L,False,insufficient_source_stands,1,190,300,0.0,0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,insufficient_source,not_accepted,borrow_or_fallback_required,0,0.0
cwhvh1_cw_ss_h,cwhvh1_cw_ss,H,True,smoothed_bin_pchip,5,1,299,912.177807,220,912.177807,851.851114,7.0,14.0,23.0,464.91951,620.996288,883.202512,891.093361,0.0,0.0,-15.186202,-40.083105,-0.889697,9.229677,78,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_ba_h,cwhvh1_hw_ba,H,True,smoothed_bin_pchip,57,1,299,1069.18605,165,1069.18605,824.218827,4.0,9.0,16.0,719.785938,951.445739,980.508546,884.535356,0.0,0.0,-15.389598,-62.377533,-3.545789,12.519718,133,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_ba_l,cwhvh1_hw_ba,L,True,smoothed_bin_pchip,78,1,299,700.372312,175,700.372312,609.776351,9.0,18.0,32.0,364.732726,599.833472,685.516441,634.836521,0.0,0.0,-6.408715,-26.153963,-1.904701,8.278756,102,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_ba_m,cwhvh1_hw_ba,M,True,smoothed_bin_pchip,31,1,299,821.702515,185,821.702515,691.291703,8.0,16.0,26.0,506.927882,730.715129,819.764073,758.724057,0.0,0.0,-12.646186,-69.838431,-2.449214,10.614017,100,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_fd_l,cwhvh1_hw_fd,L,True,smoothed_bin_pchip,2,1,299,1096.947811,170,1096.947811,1007.626741,3.0,7.0,13.0,825.590836,1013.959755,1084.237638,1044.474546,0.0,0.0,-14.230056,-37.646457,-0.822346,15.021648,122,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_ss_h,cwhvh1_hw_ss,H,True,smoothed_bin_pchip,40,1,299,1246.927492,175,1246.927492,1045.878802,4.0,8.0,16.0,789.706954,1097.261403,1218.347611,1119.23009,0.0,0.0,-20.166377,-75.719086,-2.392049,13.318884,123,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_ss_l,cwhvh1_hw_ss,L,True,smoothed_bin_pchip,48,1,299,742.66889,155,742.66889,603.446411,8.0,17.0,30.0,397.967219,680.321394,674.382396,628.424627,0.0,0.0,-5.773555,-25.987937,-2.276389,8.699467,136,0,1,ok,,accept_shape,0,0.0
cwhvh1_hw_ss_m,cwhvh1_hw_ss,M,True,smoothed_bin_pchip,34,1,299,978.447727,165,978.447727,790.388861,3.0,8.0,17.0,598.807526,858.728577,935.316745,843.724703,0.0,0.0,-10.940769,-55.481387,-2.188678,13.383519,127,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_ba_h,cwhvm1_cw_ba,H,True,smoothed_bin_pchip,2,1,299,1337.555684,195,1337.555684,1303.3864,4.0,9.0,16.0,878.471893,1198.356179,1337.186633,1321.203231,0.0,0.0,-6.820614,-18.191668,-0.45307,15.31357,87,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_ba_l,cwhvm1_cw_ba,L,True,smoothed_bin_pchip,14,1,299,1070.869681,210,1070.869681,1011.812551,8.0,14.0,23.0,640.844449,913.874066,1069.776521,1048.657149,0.0,0.0,-11.474725,-37.861216,-1.028594,12.881849,79,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_fdc_h,cwhvm1_cw_fdc,H,True,smoothed_bin_pchip,6,1,299,1165.757946,185,1165.757946,1113.376329,4.0,9.0,18.0,730.471986,1022.806904,1163.860068,1138.5669,0.0,0.0,-9.605865,-25.740518,-0.573878,12.900493,100,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_fdc_l,cwhvm1_cw_fdc,L,True,smoothed_bin_pchip,9,1,299,990.08113,170,990.08113,896.3376,7.0,13.0,23.0,552.186343,826.857974,936.608925,900.241085,0.0,0.0,-1.835237,-3.955754,-2.53596,10.676398,58,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_hm_h,cwhvm1_cw_hm,H,True,smoothed_bin_pchip,2,1,299,550.812821,210,550.812821,504.65,4.0,11.0,25.0,319.772412,469.190329,550.423138,524.983195,0.45,0.000817,-0.403332,-21.528538,-1.222973,5.145268,54,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_ss_h,cwhvm1_cw_ss,H,True,smoothed_bin_pchip,6,1,299,1340.873206,185,1340.873206,1275.732363,4.0,8.0,16.0,822.587146,1175.371274,1335.444621,1305.260184,0.0,0.0,-11.551377,-30.126223,-0.676768,14.498466,109,0,1,ok,,accept_shape,0,0.0
cwhvm1_cw_ss_l,cwhvm1_cw_ss,L,True,smoothed_bin_pchip,14,1,299,751.247432,170,751.247432,596.8208,15.0,25.0,37.0,400.016689,637.629369,712.008009,641.820728,0.0,0.0,-10.263877,-47.234868,-3.7816,10.754515,116,0,3,ok,,accept_shape,0,0.0
cwhvm1_cw_ss_m,cwhvm1_cw_ss,M,True,smoothed_bin_pchip,17,1,299,1007.459527,175,1007.459527,902.341753,5.0,10.0,19.0,637.67811,902.802625,993.589902,941.071285,0.0,0.0,-11.496355,-39.918053,-1.203591,11.079446,118,0,1,ok,,accept_shape,0,0.0
cwhvm1_dr_h,cwhvm1_dr,H,True,smoothed_bin_pchip,72,1,299,630.693929,125,630.693929,530.730094,2.0,6.0,14.0,543.7467,630.007919,561.383827,544.297513,0.0,0.0,-8.13604,-13.769855,-1.22729,10.058317,122,0,1,ok,,accept_shape,0,0.0
cwhvm1_dr_l,cwhvm1_dr,L,True,smoothed_bin_pchip,105,1,299,231.688751,120,231.688751,186.46464,3.0,9.0,21.0,205.219611,231.688751,186.406438,182.641706,7.984747,0.034463,-1.3112,4.119185,-0.710007,3.845009,88,0,2,ok,,accept_shape,0,0.0
cwhvm1_dr_m,cwhvm1_dr,M,True,smoothed_bin_pchip,44,1,299,334.2,290,334.2,332.6896,3.0,7.0,15.0,299.492708,319.275438,316.753017,327.447049,0.0,0.0,-1.294935,5.477978,-0.728549,6.754478,39,0,3,ok,,accept_shape,0,0.0
cwhvm1_dr_hw_h,cwhvm1_dr_hw,H,True,smoothed_bin_pchip,99,1,299,688.708296,145,688.708296,559.115506,3.0,7.0,15.0,560.007092,667.022845,594.326987,568.654137,0.0,0.0,-12.182853,-9.54283,-3.487011,10.34621,103,0,3,ok,,accept_shape,0,0.0
cwhvm1_dr_hw_l,cwhvm1_dr_hw,L,True,smoothed_bin_pchip,125,1,299,349.18119,145,349.18119,292.4896,4.0,9.0,21.0,287.2207,341.300247,319.554769,300.185438,0.8896,0.002548,-1.963453,-7.908699,-0.736594,4.807735,95,0,2,ok,,accept_shape,0,0.0
