au_id,stratum_code,selected_top_90_stratum,area_ha,stand_count,bec_group,bec_zone_code,bec_subzone,bec_variant,species_combo,si_class,mean_si,curve_lane,mp11_curve_role,mp11_source_table,phase10_gate,mp11_parameter_status,phase5_natural_curve_available,mp10_fallback_confidence,candidate_future_genetic_gain,dependency_status,review_status,fallback_or_review_note,downstream_use,model_input_status,phase5_curve_lane,feature_id,matched_legacy_au_code,phase5_mp10_match_confidence,max_treated_volume,age_at_max_treated_volume,treated_volume_age_40,treated_volume_age_60,treated_volume_age_80,treated_volume_age_100,natural_max_volume,treated_to_natural_max_ratio,other_species_pct_encoded_as_dr,plot_path,has_natural_curve,phase5_comparison_curve_available,mp11_curve_generation_status
cwhvm1_hw_ba_h,CWHvm1_HW+BA,True,6336.709216,531,CWHvm1,CWH,vm,1.0,HW+BA,H,31.16949,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600043.0,1510.0,high,1977.6,350.0,339.5,655.1,915.8,1104.7,1140.602,1.734,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ba_h,CWHvm1_HW+BA,True,6336.709216,531,CWHvm1,CWH,vm,1.0,HW+BA,H,31.16949,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600042.0,150.0,high,2082.2,210.0,484.9,889.4,1200.9,1434.4,1140.602,1.826,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600051.0,9250.0,high,1359.8,350.0,99.0,273.7,455.8,616.5,896.69,1.516,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600053.0,9510.0,high,1340.4,350.0,127.4,330.5,518.3,670.5,896.69,1.495,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ba_l,CWHvm1_HW+BA,True,6328.040635,952,CWHvm1,CWH,vm,1.0,HW+BA,L,17.142857,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600052.0,6150.0,high,1330.6,350.0,131.6,328.0,514.7,668.5,896.69,1.484,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ba_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600061.0,1220.0,high,1631.5,310.0,225.8,515.4,784.7,1008.4,943.689,1.729,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600063.0,7500.0,medium,1091.9,300.0,92.7,287.0,462.2,629.8,943.689,1.157,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_h,CWHvm1_CW+HW,True,6154.404369,717,CWHvm1,CWH,vm,1.0,CW+HW,H,23.790794,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600062.0,1120.0,high,1634.1,320.0,247.9,540.3,804.2,1021.4,943.689,1.732,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600071.0,6220.0,medium,1127.0,320.0,111.9,311.0,486.5,648.2,783.068,1.439,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600073.0,7500.0,medium,1091.9,300.0,92.7,287.0,462.2,629.8,783.068,1.394,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_l,CWHvm1_CW+HW,True,6107.943901,927,CWHvm1,CWH,vm,1.0,CW+HW,L,13.363539,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600072.0,1120.0,low,1634.1,320.0,247.9,540.3,804.2,1021.4,783.068,2.087,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600081.0,1252.0,high,1963.2,350.0,349.9,675.2,944.2,1135.6,961.763,2.041,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600083.0,1510.0,medium,1977.6,350.0,339.5,655.1,915.8,1104.7,961.763,2.056,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_m,CWHvm1_HW,True,4138.939451,448,CWHvm1,CWH,vm,1.0,HW,M,26.361607,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600082.0,6150.0,medium,1330.6,350.0,131.6,328.0,514.7,668.5,961.763,1.384,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600091.0,7252.0,high,1321.4,350.0,149.6,351.0,539.2,692.6,1057.283,1.25,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ss_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600093.0,1510.0,medium,1977.6,350.0,339.5,655.1,915.8,1104.7,1057.283,1.87,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ss_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_ss_l,CWHvm1_HW+SS,True,4135.63912,463,CWHvm1,CWH,vm,1.0,HW+SS,L,24.460043,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600092.0,6150.0,medium,1330.6,350.0,131.6,328.0,514.7,668.5,1057.283,1.259,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_ss_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600101.0,6220.0,high,1127.0,320.0,111.9,311.0,486.5,648.2,830.562,1.357,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600103.0,7500.0,medium,1091.9,300.0,92.7,287.0,462.2,629.8,830.562,1.315,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_hw_m,CWHvm1_CW+HW,True,4015.120247,568,CWHvm1,CWH,vm,1.0,CW+HW,M,18.586267,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600102.0,1120.0,medium,1634.1,320.0,247.9,540.3,804.2,1021.4,830.562,1.967,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600111.0,5252.0,high,1956.4,350.0,339.1,659.6,924.0,1112.0,1110.072,1.762,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw high-elevation restricted=1.1%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600113.0,1510.0,high,1977.6,350.0,339.5,655.1,915.8,1104.7,1110.072,1.782,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_h,CWHvm2_HW+BA,True,3577.020254,326,CWHvm2,CWH,vm,2.0,HW+BA,H,27.7454,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600112.0,5150.0,high,1897.3,350.0,294.3,610.6,884.0,1089.1,1110.072,1.709,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600121.0,9250.0,medium,1359.8,350.0,99.0,273.7,455.8,616.5,920.312,1.478,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw high-elevation restricted=1.1%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600123.0,9510.0,medium,1340.4,350.0,127.4,330.5,518.3,670.5,920.312,1.456,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_l,CWHvm2_HW+BA,True,3095.371233,448,CWHvm2,CWH,vm,2.0,HW+BA,L,13.790178,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600122.0,6150.0,medium,1330.6,350.0,131.6,328.0,514.7,668.5,920.312,1.446,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600131.0,1251.0,high,2120.1,210.0,469.8,887.9,1220.5,1463.3,1191.464,1.779,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_cw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600133.0,1500.0,medium,1873.1,350.0,275.6,589.6,867.3,1075.1,1191.464,1.572,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_cw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_hw_cw_h,CWHvm1_HW+CW,True,2899.431292,349,CWHvm1,CWH,vm,1.0,HW+CW,H,30.796562,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600132.0,150.0,high,2082.2,210.0,484.9,889.4,1200.9,1434.4,1191.464,1.748,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_hw_cw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600141.0,9250.0,high,1359.8,350.0,99.0,273.7,455.8,616.5,1005.364,1.353,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_ba_m,CWHvm2_HW+BA,True,2418.081584,304,CWHvm2,CWH,vm,2.0,HW+BA,M,20.055922,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw high-elevation restricted=1.1%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600143.0,9510.0,high,1340.4,350.0,127.4,330.5,518.3,670.5,1005.364,1.333,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_ba_m.png,True,True,blocked_pending_per_au_table_parser
