au_id,stratum_code,selected_top_90_stratum,area_ha,stand_count,bec_group,bec_zone_code,bec_subzone,bec_variant,species_combo,si_class,mean_si,curve_lane,mp11_curve_role,mp11_source_table,phase10_gate,mp11_parameter_status,phase5_natural_curve_available,mp10_fallback_confidence,candidate_future_genetic_gain,dependency_status,review_status,fallback_or_review_note,downstream_use,model_input_status,phase5_curve_lane,feature_id,matched_legacy_au_code,phase5_mp10_match_confidence,max_treated_volume,age_at_max_treated_volume,treated_volume_age_40,treated_volume_age_60,treated_volume_age_80,treated_volume_age_100,natural_max_volume,treated_to_natural_max_ratio,other_species_pct_encoded_as_dr,plot_path,has_natural_curve,phase5_comparison_curve_available,mp11_curve_generation_status
cwhvm1_ba_hw_h,CWHvm1_BA+HW,True,311.257048,36,CWHvm1,CWH,vm,1.0,BA+HW,H,30.055555,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600612.0,1110.0,high,1907.8,350.0,274.5,579.7,842.0,1036.8,1118.545,1.706,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_ba_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600621.0,7270.0,fallback_review_required,824.0,340.0,161.4,314.7,357.7,456.7,630.694,1.306,24.0,plots/tipsy_vdyp_tfl6-cwhvm1_dr_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,Dr CWHvm1=32.0%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600623.0,500.0,fallback_review_required,1919.0,280.0,509.1,939.4,1250.7,1452.8,630.694,3.043,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_dr_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_dr_h,CWHvm1_DR,True,308.751729,74,CWHvm1,CWH,vm,1.0,DR,H,29.716219,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600622.0,110.0,fallback_review_required,1918.8,280.0,532.4,958.2,1262.4,1461.6,630.694,3.042,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_dr_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600631.0,6230.0,low,1100.1,300.0,110.1,310.9,484.7,647.3,853.994,1.288,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Yc=10.0%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600633.0,9500.0,low,1233.4,350.0,99.4,286.4,466.9,629.3,853.994,1.444,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_cw_m,CWHvm1_YC+CW,True,300.492117,28,CWHvm1,CWH,vm,1.0,YC+CW,M,10.821428,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600632.0,9150.0,low,1242.5,350.0,108.6,295.9,476.5,637.5,853.994,1.455,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600641.0,6220.0,medium,1127.0,320.0,111.9,311.0,486.5,648.2,715.166,1.576,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_yc_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Yc=10.0%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600643.0,7500.0,low,1091.9,300.0,92.7,287.0,462.2,629.8,715.166,1.527,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_yc_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_cw_yc_m,CWHvm1_CW+YC,True,285.012202,30,CWHvm1,CWH,vm,1.0,CW+YC,M,14.2,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600642.0,1120.0,low,1634.1,320.0,247.9,540.3,804.2,1021.4,715.166,2.285,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_cw_yc_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600651.0,9250.0,low,1359.8,350.0,99.0,273.7,455.8,616.5,835.859,1.627,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Yc=10.0%; Hw high-elevation restricted=1.1%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600653.0,9500.0,low,1233.4,350.0,99.4,286.4,466.9,629.3,835.859,1.476,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_yc_l,CWHvm2_HW+YC,True,282.434482,64,CWHvm2,CWH,vm,2.0,HW+YC,L,10.546875,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600652.0,9150.0,low,1242.5,350.0,108.6,295.9,476.5,637.5,835.859,1.486,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600661.0,9250.0,medium,1359.8,350.0,99.0,273.7,455.8,616.5,961.361,1.414,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Yc=10.0%; Hw high-elevation restricted=1.1%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600663.0,9510.0,medium,1340.4,350.0,127.4,330.5,518.3,670.5,961.361,1.394,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_hw_yc_m,CWHvm2_HW+YC,True,265.215143,33,CWHvm2,CWH,vm,2.0,HW+YC,M,14.727273,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600662.0,9150.0,medium,1242.5,350.0,108.6,295.9,476.5,637.5,961.361,1.292,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_hw_yc_m.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600671.0,7252.0,medium,1321.4,350.0,149.6,351.0,539.2,692.6,742.669,1.779,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ss_l.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600673.0,9510.0,medium,1340.4,350.0,127.4,330.5,518.3,670.5,742.669,1.805,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ss_l.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ss_l,CWHvh1_HW+SS,True,265.087958,49,CWHvh1,CWH,vh,1.0,HW+SS,L,15.489796,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600672.0,6150.0,medium,1330.6,350.0,131.6,328.0,514.7,668.5,742.669,1.792,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ss_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600681.0,1210.0,low,1967.4,350.0,261.2,566.3,836.2,1039.5,901.48,2.182,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_ba_hw_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600683.0,5500.0,low,1837.9,350.0,256.7,560.3,828.8,1032.5,901.48,2.039,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_ba_hw_l.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_ba_hw_l,CWHvm1_BA+HW,True,255.663163,47,CWHvm1,CWH,vm,1.0,BA+HW,L,17.893618,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600682.0,1110.0,low,1907.8,350.0,274.5,579.7,842.0,1036.8,901.48,2.116,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_ba_hw_l.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600691.0,7250.0,medium,1340.0,350.0,109.2,292.6,479.2,644.5,978.448,1.37,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ss_m.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600693.0,9510.0,medium,1340.4,350.0,127.4,330.5,518.3,670.5,978.448,1.37,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ss_m.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ss_m,CWHvh1_HW+SS,True,246.655292,34,CWHvh1,CWH,vh,1.0,HW+SS,M,22.352942,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600692.0,6150.0,medium,1330.6,350.0,131.6,328.0,514.7,668.5,978.448,1.36,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ss_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600701.0,6220.0,medium,1127.0,320.0,111.9,311.0,486.5,648.2,696.38,1.618,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_cw_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,medium,Cw=21.0%; Hw high-elevation restricted=1.1%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600703.0,7500.0,medium,1091.9,300.0,92.7,287.0,462.2,629.8,696.38,1.568,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_cw_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm2_cw_hw_m,CWHvm2_CW+HW,True,242.937625,45,CWHvm2,CWH,vm,2.0,CW+HW,M,15.422222,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600702.0,1120.0,low,1634.1,320.0,247.9,540.3,804.2,1021.4,696.38,2.347,0.0,plots/tipsy_vdyp_tfl6-cwhvm2_cw_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600711.0,6230.0,high,1100.1,300.0,110.1,310.9,484.7,647.3,833.173,1.32,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Cw=21.0%; Yc=10.0%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600713.0,9500.0,low,1233.4,350.0,99.4,286.4,466.9,629.3,833.173,1.48,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_cw_h,CWHvm1_YC+CW,True,217.135653,35,CWHvm1,CWH,vm,1.0,YC+CW,H,17.657143,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600712.0,9150.0,fallback_review_required,1242.5,350.0,108.6,295.9,476.5,637.5,833.173,1.491,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_cw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600721.0,6230.0,medium,1100.1,300.0,110.1,310.9,484.7,647.3,717.264,1.534,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Yc=10.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600723.0,9500.0,low,1233.4,350.0,99.4,286.4,466.9,629.3,717.264,1.72,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_hw_m,CWHvm1_YC+HW,True,202.046732,24,CWHvm1,CWH,vm,1.0,YC+HW,M,11.666667,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600722.0,9150.0,low,1242.5,350.0,108.6,295.9,476.5,637.5,717.264,1.732,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_m.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600731.0,9250.0,high,1359.8,350.0,99.0,273.7,455.8,616.5,821.703,1.655,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ba_m.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,high,Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600733.0,9510.0,high,1340.4,350.0,127.4,330.5,518.3,670.5,821.703,1.631,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ba_m.png,True,True,blocked_pending_per_au_table_parser
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,high,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,high-confidence nearest MP10 row by species/SI similarity,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600732.0,6150.0,high,1330.6,350.0,131.6,328.0,514.7,668.5,821.703,1.619,0.0,plots/tipsy_vdyp_tfl6-cwhvh1_hw_ba_m.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,medium,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,"medium-confidence nearest MP10 row; acceptable for planning crosswalk, review before final curve QA",phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600741.0,1230.0,medium,1658.2,320.0,232.1,525.1,796.3,1020.0,827.659,2.003,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,future_managed,future managed stands,Table 57,p10_5_managed_parser_review,parser_review_required,True,low,Yc=10.0%; Hw low-elevation restricted=1.7%,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,future_managed,600743.0,9500.0,low,1233.4,350.0,99.4,286.4,466.9,629.3,827.659,1.49,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,recent_managed,recent managed stands established 2001-2023,Table 55,p10_5_managed_parser_review,parser_review_required,True,low,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,low-confidence nearest MP10 row; review species/SI mismatch before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_1_10,600742.0,9150.0,low,1242.5,350.0,108.6,295.9,476.5,637.5,827.659,1.501,0.0,plots/tipsy_vdyp_tfl6-cwhvm1_yc_hw_h.png,True,True,blocked_pending_per_au_table_parser
cwhvm1_dr_m,CWHvm1_DR,True,138.340811,49,CWHvm1,CWH,vm,1.0,DR,M,24.020409,early_managed,existing managed stands established 1961-2000,Table 54,p10_5_managed_parser_review,parser_review_required,True,fallback_review_required,not_applicable,public_table_fragmented,mp11_parser_blocked_with_phase5_comparison,nearest MP10 species/productivity row only; review before executable BatchTIPSY use,phase10_managed_curve_diagnostics_only,not_model_input,existing_managed_11_50,600751.0,7270.0,fallback_review_required,824.0,340.0,128.0,277.9,351.0,456.7,334.2,2.466,24.0,plots/tipsy_vdyp_tfl6-cwhvm1_dr_m.png,True,True,blocked_pending_per_au_table_parser
