feature_id,au_id,stratum_code,si_class,curve_lane,selected_top_90_stratum,area_ha,source_table,matched_legacy_au_code,match_confidence,other_species_pct_encoded_as_dr,oaf1_factor,oaf2_factor,planting_delay,planted_percent
600183,cwhvm1_cw_h,CWHvm1_CW,H,future_managed,True,1331.281287,mp10_table_29,6501,high,0.0,0.9,0.95,1,100
600061,cwhvm1_cw_hw_h,CWHvm1_CW+HW,H,existing_managed_11_50,True,6154.404369,mp10_table_27,1220,high,0.0,0.9,0.95,0,100
600062,cwhvm1_cw_hw_h,CWHvm1_CW+HW,H,existing_managed_1_10,True,6154.404369,mp10_table_28,1120,high,0.0,0.9,0.95,0,100
600063,cwhvm1_cw_hw_h,CWHvm1_CW+HW,H,future_managed,True,6154.404369,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600071,cwhvm1_cw_hw_l,CWHvm1_CW+HW,L,existing_managed_11_50,True,6107.943901,mp10_table_27,6220,medium,0.0,0.9,0.95,0,100
600072,cwhvm1_cw_hw_l,CWHvm1_CW+HW,L,existing_managed_1_10,True,6107.943901,mp10_table_28,1120,low,0.0,0.9,0.95,0,100
600073,cwhvm1_cw_hw_l,CWHvm1_CW+HW,L,future_managed,True,6107.943901,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600101,cwhvm1_cw_hw_m,CWHvm1_CW+HW,M,existing_managed_11_50,True,4015.120247,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600102,cwhvm1_cw_hw_m,CWHvm1_CW+HW,M,existing_managed_1_10,True,4015.120247,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600103,cwhvm1_cw_hw_m,CWHvm1_CW+HW,M,future_managed,True,4015.120247,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600411,cwhvm1_cw_l,CWHvm1_CW,L,existing_managed_11_50,True,558.799848,mp10_table_27,7221,fallback_review_required,0.0,0.9,0.95,0,100
600412,cwhvm1_cw_l,CWHvm1_CW,L,existing_managed_1_10,True,558.799848,mp10_table_28,6120,low,0.0,0.9,0.95,0,100
600413,cwhvm1_cw_l,CWHvm1_CW,L,future_managed,True,558.799848,mp10_table_29,6500,low,0.0,0.9,0.95,1,100
600351,cwhvm1_cw_m,CWHvm1_CW,M,existing_managed_11_50,True,736.056723,mp10_table_27,7221,low,0.0,0.9,0.95,0,100
600352,cwhvm1_cw_m,CWHvm1_CW,M,existing_managed_1_10,True,736.056723,mp10_table_28,6120,medium,0.0,0.9,0.95,0,100
600353,cwhvm1_cw_m,CWHvm1_CW,M,future_managed,True,736.056723,mp10_table_29,6500,medium,0.0,0.9,0.95,1,100
600451,cwhvm1_cw_yc_h,CWHvm1_CW+YC,H,existing_managed_11_50,True,485.666198,mp10_table_27,6220,medium,0.0,0.9,0.95,0,100
600452,cwhvm1_cw_yc_h,CWHvm1_CW+YC,H,existing_managed_1_10,True,485.666198,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600453,cwhvm1_cw_yc_h,CWHvm1_CW+YC,H,future_managed,True,485.666198,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600191,cwhvm1_cw_yc_l,CWHvm1_CW+YC,L,existing_managed_11_50,True,1293.870013,mp10_table_27,6220,low,0.0,0.9,0.95,0,100
600192,cwhvm1_cw_yc_l,CWHvm1_CW+YC,L,existing_managed_1_10,True,1293.870013,mp10_table_28,1120,fallback_review_required,0.0,0.9,0.95,0,100
600193,cwhvm1_cw_yc_l,CWHvm1_CW+YC,L,future_managed,True,1293.870013,mp10_table_29,7500,low,0.0,0.9,0.95,1,100
600641,cwhvm1_cw_yc_m,CWHvm1_CW+YC,M,existing_managed_11_50,True,285.012202,mp10_table_27,6220,medium,0.0,0.9,0.95,0,100
600642,cwhvm1_cw_yc_m,CWHvm1_CW+YC,M,existing_managed_1_10,True,285.012202,mp10_table_28,1120,low,0.0,0.9,0.95,0,100
600643,cwhvm1_cw_yc_m,CWHvm1_CW+YC,M,future_managed,True,285.012202,mp10_table_29,7500,low,0.0,0.9,0.95,1,100
600621,cwhvm1_dr_h,CWHvm1_DR,H,existing_managed_11_50,True,308.751729,mp10_table_27,7270,fallback_review_required,24.0,0.9,0.95,0,100
600622,cwhvm1_dr_h,CWHvm1_DR,H,existing_managed_1_10,True,308.751729,mp10_table_28,0110,fallback_review_required,0.0,0.9,0.95,0,100
600623,cwhvm1_dr_h,CWHvm1_DR,H,future_managed,True,308.751729,mp10_table_29,0500,fallback_review_required,0.0,0.9,0.95,1,100
600381,cwhvm1_dr_hw_h,CWHvm1_DR+HW,H,existing_managed_11_50,True,620.529576,mp10_table_27,7270,fallback_review_required,24.0,0.9,0.95,0,100
600382,cwhvm1_dr_hw_h,CWHvm1_DR+HW,H,existing_managed_1_10,True,620.529576,mp10_table_28,0150,fallback_review_required,0.0,0.9,0.95,0,100
600383,cwhvm1_dr_hw_h,CWHvm1_DR+HW,H,future_managed,True,620.529576,mp10_table_29,0500,fallback_review_required,0.0,0.9,0.95,1,100
600471,cwhvm1_dr_hw_l,CWHvm1_DR+HW,L,existing_managed_11_50,True,463.173065,mp10_table_27,7270,fallback_review_required,24.0,0.9,0.95,0,100
600472,cwhvm1_dr_hw_l,CWHvm1_DR+HW,L,existing_managed_1_10,True,463.173065,mp10_table_28,6150,fallback_review_required,0.0,0.9,0.95,0,100
600473,cwhvm1_dr_hw_l,CWHvm1_DR+HW,L,future_managed,True,463.173065,mp10_table_29,9510,fallback_review_required,0.0,0.9,0.95,1,100
600551,cwhvm1_dr_hw_m,CWHvm1_DR+HW,M,existing_managed_11_50,True,354.077189,mp10_table_27,7270,fallback_review_required,24.0,0.9,0.95,0,100
600552,cwhvm1_dr_hw_m,CWHvm1_DR+HW,M,existing_managed_1_10,True,354.077189,mp10_table_28,7150,fallback_review_required,0.0,0.9,0.95,0,100
600553,cwhvm1_dr_hw_m,CWHvm1_DR+HW,M,future_managed,True,354.077189,mp10_table_29,1500,fallback_review_required,0.0,0.9,0.95,1,100
600591,cwhvm1_dr_l,CWHvm1_DR,L,existing_managed_11_50,True,342.368985,mp10_table_27,7270,fallback_review_required,24.0,0.9,0.95,0,100
600592,cwhvm1_dr_l,CWHvm1_DR,L,existing_managed_1_10,True,342.368985,mp10_table_28,0110,fallback_review_required,0.0,0.9,0.95,0,100
600593,cwhvm1_dr_l,CWHvm1_DR,L,future_managed,True,342.368985,mp10_table_29,0500,fallback_review_required,0.0,0.9,0.95,1,100
600751,cwhvm1_dr_m,CWHvm1_DR,M,existing_managed_11_50,True,138.340811,mp10_table_27,7270,fallback_review_required,24.0,0.9,0.95,0,100
600752,cwhvm1_dr_m,CWHvm1_DR,M,existing_managed_1_10,True,138.340811,mp10_table_28,0110,fallback_review_required,0.0,0.9,0.95,0,100
600753,cwhvm1_dr_m,CWHvm1_DR,M,future_managed,True,138.340811,mp10_table_29,0500,fallback_review_required,0.0,0.9,0.95,1,100
600041,cwhvm1_hw_ba_h,CWHvm1_HW+BA,H,existing_managed_11_50,True,6336.709216,mp10_table_27,5250,high,0.0,0.9,0.95,0,100
600042,cwhvm1_hw_ba_h,CWHvm1_HW+BA,H,existing_managed_1_10,True,6336.709216,mp10_table_28,0150,high,0.0,0.9,0.95,0,100
600043,cwhvm1_hw_ba_h,CWHvm1_HW+BA,H,future_managed,True,6336.709216,mp10_table_29,1510,high,0.0,0.9,0.95,1,100
600051,cwhvm1_hw_ba_l,CWHvm1_HW+BA,L,existing_managed_11_50,True,6328.040635,mp10_table_27,9250,high,0.0,0.9,0.95,0,100
600052,cwhvm1_hw_ba_l,CWHvm1_HW+BA,L,existing_managed_1_10,True,6328.040635,mp10_table_28,6150,high,0.0,0.9,0.95,0,100
600053,cwhvm1_hw_ba_l,CWHvm1_HW+BA,L,future_managed,True,6328.040635,mp10_table_29,9510,high,0.0,0.9,0.95,1,100
600021,cwhvm1_hw_ba_m,CWHvm1_HW+BA,M,existing_managed_11_50,True,13083.871387,mp10_table_27,5250,high,0.0,0.9,0.95,0,100
600022,cwhvm1_hw_ba_m,CWHvm1_HW+BA,M,existing_managed_1_10,True,13083.871387,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600023,cwhvm1_hw_ba_m,CWHvm1_HW+BA,M,future_managed,True,13083.871387,mp10_table_29,1510,high,0.0,0.9,0.95,1,100
600131,cwhvm1_hw_cw_h,CWHvm1_HW+CW,H,existing_managed_11_50,True,2899.431292,mp10_table_27,1251,high,0.0,0.9,0.95,0,100
600132,cwhvm1_hw_cw_h,CWHvm1_HW+CW,H,existing_managed_1_10,True,2899.431292,mp10_table_28,0150,high,0.0,0.9,0.95,0,100
600133,cwhvm1_hw_cw_h,CWHvm1_HW+CW,H,future_managed,True,2899.431292,mp10_table_29,1500,medium,0.0,0.9,0.95,1,100
600031,cwhvm1_hw_cw_l,CWHvm1_HW+CW,L,existing_managed_11_50,True,7117.880299,mp10_table_27,6251,low,0.0,0.9,0.95,0,100
600032,cwhvm1_hw_cw_l,CWHvm1_HW+CW,L,existing_managed_1_10,True,7117.880299,mp10_table_28,7150,high,0.0,0.9,0.95,0,100
600033,cwhvm1_hw_cw_l,CWHvm1_HW+CW,L,future_managed,True,7117.880299,mp10_table_29,1500,low,0.0,0.9,0.95,1,100
600011,cwhvm1_hw_cw_m,CWHvm1_HW+CW,M,existing_managed_11_50,True,14576.473609,mp10_table_27,6251,high,0.0,0.9,0.95,0,100
600012,cwhvm1_hw_cw_m,CWHvm1_HW+CW,M,existing_managed_1_10,True,14576.473609,mp10_table_28,7150,medium,0.0,0.9,0.95,0,100
600013,cwhvm1_hw_cw_m,CWHvm1_HW+CW,M,future_managed,True,14576.473609,mp10_table_29,1500,high,0.0,0.9,0.95,1,100
600261,cwhvm1_hw_dr_h,CWHvm1_HW+DR,H,existing_managed_11_50,True,949.516627,mp10_table_27,0250,medium,0.0,0.9,0.95,0,100
600262,cwhvm1_hw_dr_h,CWHvm1_HW+DR,H,existing_managed_1_10,True,949.516627,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600263,cwhvm1_hw_dr_h,CWHvm1_HW+DR,H,future_managed,True,949.516627,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600251,cwhvm1_hw_dr_l,CWHvm1_HW+DR,L,existing_managed_11_50,True,983.327431,mp10_table_27,6250,medium,0.0,0.9,0.95,0,100
600252,cwhvm1_hw_dr_l,CWHvm1_HW+DR,L,existing_managed_1_10,True,983.327431,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600253,cwhvm1_hw_dr_l,CWHvm1_HW+DR,L,future_managed,True,983.327431,mp10_table_29,1510,low,0.0,0.9,0.95,1,100
600211,cwhvm1_hw_dr_m,CWHvm1_HW+DR,M,existing_managed_11_50,True,1157.28499,mp10_table_27,3252,high,0.0,0.9,0.95,0,100
600212,cwhvm1_hw_dr_m,CWHvm1_HW+DR,M,existing_managed_1_10,True,1157.28499,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600213,cwhvm1_hw_dr_m,CWHvm1_HW+DR,M,future_managed,True,1157.28499,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600321,cwhvm1_hw_fd_h,CWHvm1_HW+FD,H,existing_managed_11_50,True,812.542221,mp10_table_27,4250,medium,5.0,0.9,0.95,0,100
600322,cwhvm1_hw_fd_h,CWHvm1_HW+FD,H,existing_managed_1_10,True,812.542221,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600323,cwhvm1_hw_fd_h,CWHvm1_HW+FD,H,future_managed,True,812.542221,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600491,cwhvm1_hw_fd_l,CWHvm1_HW+FD,L,existing_managed_11_50,True,401.313888,mp10_table_27,8250,medium,0.0,0.9,0.95,0,100
600492,cwhvm1_hw_fd_l,CWHvm1_HW+FD,L,existing_managed_1_10,True,401.313888,mp10_table_28,8170,medium,0.0,0.9,0.95,0,100
600493,cwhvm1_hw_fd_l,CWHvm1_HW+FD,L,future_managed,True,401.313888,mp10_table_29,9510,low,0.0,0.9,0.95,1,100
600371,cwhvm1_hw_fd_m,CWHvm1_HW+FD,M,existing_managed_11_50,True,678.283068,mp10_table_27,4250,high,5.0,0.9,0.95,0,100
600372,cwhvm1_hw_fd_m,CWHvm1_HW+FD,M,existing_managed_1_10,True,678.283068,mp10_table_28,1150,medium,0.0,0.9,0.95,0,100
600373,cwhvm1_hw_fd_m,CWHvm1_HW+FD,M,future_managed,True,678.283068,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600291,cwhvm1_hw_fdc_h,CWHvm1_HW+FDC,H,existing_managed_11_50,True,888.764635,mp10_table_27,4250,high,5.0,0.9,0.95,0,100
600292,cwhvm1_hw_fdc_h,CWHvm1_HW+FDC,H,existing_managed_1_10,True,888.764635,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600293,cwhvm1_hw_fdc_h,CWHvm1_HW+FDC,H,future_managed,True,888.764635,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600201,cwhvm1_hw_fdc_l,CWHvm1_HW+FDC,L,existing_managed_11_50,True,1288.9352,mp10_table_27,8250,medium,0.0,0.9,0.95,0,100
600202,cwhvm1_hw_fdc_l,CWHvm1_HW+FDC,L,existing_managed_1_10,True,1288.9352,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600203,cwhvm1_hw_fdc_l,CWHvm1_HW+FDC,L,future_managed,True,1288.9352,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600161,cwhvm1_hw_h,CWHvm1_HW,H,existing_managed_11_50,True,1645.046704,mp10_table_27,0252,high,0.0,0.9,0.95,0,100
600162,cwhvm1_hw_h,CWHvm1_HW,H,existing_managed_1_10,True,1645.046704,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600163,cwhvm1_hw_h,CWHvm1_HW,H,future_managed,True,1645.046704,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600171,cwhvm1_hw_l,CWHvm1_HW,L,existing_managed_11_50,True,1582.40532,mp10_table_27,1252,fallback_review_required,0.0,0.9,0.95,0,100
600172,cwhvm1_hw_l,CWHvm1_HW,L,existing_managed_1_10,True,1582.40532,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600173,cwhvm1_hw_l,CWHvm1_HW,L,future_managed,True,1582.40532,mp10_table_29,1510,fallback_review_required,0.0,0.9,0.95,1,100
600081,cwhvm1_hw_m,CWHvm1_HW,M,existing_managed_11_50,True,4138.939451,mp10_table_27,1252,high,0.0,0.9,0.95,0,100
600082,cwhvm1_hw_m,CWHvm1_HW,M,existing_managed_1_10,True,4138.939451,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600083,cwhvm1_hw_m,CWHvm1_HW,M,future_managed,True,4138.939451,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600151,cwhvm1_hw_ss_h,CWHvm1_HW+SS,H,existing_managed_11_50,True,2240.217819,mp10_table_27,0250,high,0.0,0.9,0.95,0,100
600152,cwhvm1_hw_ss_h,CWHvm1_HW+SS,H,existing_managed_1_10,True,2240.217819,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600153,cwhvm1_hw_ss_h,CWHvm1_HW+SS,H,future_managed,True,2240.217819,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600091,cwhvm1_hw_ss_l,CWHvm1_HW+SS,L,existing_managed_11_50,True,4135.63912,mp10_table_27,7252,high,0.0,0.9,0.95,0,100
600092,cwhvm1_hw_ss_l,CWHvm1_HW+SS,L,existing_managed_1_10,True,4135.63912,mp10_table_28,6150,medium,0.0,0.9,0.95,0,100
600093,cwhvm1_hw_ss_l,CWHvm1_HW+SS,L,future_managed,True,4135.63912,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600271,cwhvm1_hw_ss_m,CWHvm1_HW+SS,M,existing_managed_11_50,True,928.457868,mp10_table_27,0250,medium,0.0,0.9,0.95,0,100
600272,cwhvm1_hw_ss_m,CWHvm1_HW+SS,M,existing_managed_1_10,True,928.457868,mp10_table_28,0150,medium,0.0,0.9,0.95,0,100
600273,cwhvm1_hw_ss_m,CWHvm1_HW+SS,M,future_managed,True,928.457868,mp10_table_29,1510,medium,0.0,0.9,0.95,1,100
600401,cwhvm1_ss_hw_h,CWHvm1_SS+HW,H,existing_managed_11_50,True,576.664115,mp10_table_27,0260,high,0.0,0.9,0.95,0,100
600402,cwhvm1_ss_hw_h,CWHvm1_SS+HW,H,existing_managed_1_10,True,576.664115,mp10_table_28,0110,low,0.0,0.9,0.95,0,100
600403,cwhvm1_ss_hw_h,CWHvm1_SS+HW,H,future_managed,True,576.664115,mp10_table_29,0500,low,0.0,0.9,0.95,1,100
600431,cwhvm1_ss_hw_l,CWHvm1_SS+HW,L,existing_managed_11_50,True,541.878934,mp10_table_27,7260,high,0.0,0.9,0.95,0,100
600432,cwhvm1_ss_hw_l,CWHvm1_SS+HW,L,existing_managed_1_10,True,541.878934,mp10_table_28,0110,low,0.0,0.9,0.95,0,100
600433,cwhvm1_ss_hw_l,CWHvm1_SS+HW,L,future_managed,True,541.878934,mp10_table_29,3500,low,0.0,0.9,0.95,1,100
600441,cwhvm1_ss_hw_m,CWHvm1_SS+HW,M,existing_managed_11_50,True,519.509989,mp10_table_27,1260,high,0.0,0.9,0.95,0,100
600442,cwhvm1_ss_hw_m,CWHvm1_SS+HW,M,existing_managed_1_10,True,519.509989,mp10_table_28,0110,low,0.0,0.9,0.95,0,100
600443,cwhvm1_ss_hw_m,CWHvm1_SS+HW,M,future_managed,True,519.509989,mp10_table_29,0500,low,0.0,0.9,0.95,1,100
600711,cwhvm1_yc_cw_h,CWHvm1_YC+CW,H,existing_managed_11_50,True,217.135653,mp10_table_27,6230,high,0.0,0.9,0.95,0,100
600712,cwhvm1_yc_cw_h,CWHvm1_YC+CW,H,existing_managed_1_10,True,217.135653,mp10_table_28,9150,fallback_review_required,0.0,0.9,0.95,0,100
600713,cwhvm1_yc_cw_h,CWHvm1_YC+CW,H,future_managed,True,217.135653,mp10_table_29,9500,low,0.0,0.9,0.95,1,100
600531,cwhvm1_yc_cw_l,CWHvm1_YC+CW,L,existing_managed_11_50,True,373.090164,mp10_table_27,6230,low,0.0,0.9,0.95,0,100
600532,cwhvm1_yc_cw_l,CWHvm1_YC+CW,L,existing_managed_1_10,True,373.090164,mp10_table_28,9150,fallback_review_required,0.0,0.9,0.95,0,100
600533,cwhvm1_yc_cw_l,CWHvm1_YC+CW,L,future_managed,True,373.090164,mp10_table_29,9500,fallback_review_required,0.0,0.9,0.95,1,100
600631,cwhvm1_yc_cw_m,CWHvm1_YC+CW,M,existing_managed_11_50,True,300.492117,mp10_table_27,6230,low,0.0,0.9,0.95,0,100
600632,cwhvm1_yc_cw_m,CWHvm1_YC+CW,M,existing_managed_1_10,True,300.492117,mp10_table_28,9150,low,0.0,0.9,0.95,0,100
600633,cwhvm1_yc_cw_m,CWHvm1_YC+CW,M,future_managed,True,300.492117,mp10_table_29,9500,low,0.0,0.9,0.95,1,100
600741,cwhvm1_yc_hw_h,CWHvm1_YC+HW,H,existing_managed_11_50,True,138.594908,mp10_table_27,1230,medium,0.0,0.9,0.95,0,100
600742,cwhvm1_yc_hw_h,CWHvm1_YC+HW,H,existing_managed_1_10,True,138.594908,mp10_table_28,9150,low,0.0,0.9,0.95,0,100
600743,cwhvm1_yc_hw_h,CWHvm1_YC+HW,H,future_managed,True,138.594908,mp10_table_29,9500,low,0.0,0.9,0.95,1,100
600391,cwhvm1_yc_hw_l,CWHvm1_YC+HW,L,existing_managed_11_50,True,585.006343,mp10_table_27,6230,fallback_review_required,0.0,0.9,0.95,0,100
600392,cwhvm1_yc_hw_l,CWHvm1_YC+HW,L,existing_managed_1_10,True,585.006343,mp10_table_28,9150,fallback_review_required,0.0,0.9,0.95,0,100
600393,cwhvm1_yc_hw_l,CWHvm1_YC+HW,L,future_managed,True,585.006343,mp10_table_29,9500,fallback_review_required,0.0,0.9,0.95,1,100
600721,cwhvm1_yc_hw_m,CWHvm1_YC+HW,M,existing_managed_11_50,True,202.046732,mp10_table_27,6230,medium,0.0,0.9,0.95,0,100
600722,cwhvm1_yc_hw_m,CWHvm1_YC+HW,M,existing_managed_1_10,True,202.046732,mp10_table_28,9150,low,0.0,0.9,0.95,0,100
