au_id,stratum_code,selected_top_90_stratum,area_ha,stand_count,bec_group,bec_zone_code,bec_subzone,bec_variant,species_combo,si_class,mean_si,curve_lane,mp11_curve_role,mp11_source_table,phase10_gate,mp11_parameter_status,phase5_natural_curve_available,mp10_fallback_confidence,candidate_future_genetic_gain,dependency_status,review_status,fallback_or_review_note,downstream_use,model_input_status,curve_point_count,curve_age_min,curve_age_max,max_volume,age_at_max_volume,source_stand_count,source_row_count,observed_bin_count,sparse_warning,selected_path,rmse,mape,tail_rmse,accepted,canonical_curve_au_id,lexmatch_alias_used,canonical_selected_area_ha,plot_count,plot_paths,natural_curve_status
cwhvh1_hw_ba_m,CWHvh1_HW+BA,True,140.890507,32,CWHvh1,CWH,vh,1.0,HW+BA,M,18.875,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,821.702515,185.0,31.0,5409.0,49.0,False,smoothed_bin_pchip,10.814369,0.010239,9.266636,True,cwhvh1_hw_ba_m,False,140.890507,1,plots/vdyp_fitdiag_tfl6-cwhvh1_hw_ba_m.png,selected_curve_family_available
cwhvm1_yc_hw_h,CWHvm1_YC+HW,True,138.594908,27,CWHvm1,CWH,vm,1.0,YC+HW,H,18.222221,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,827.659349,155.0,27.0,5283.0,49.0,False,smoothed_bin_pchip,15.620928,0.014934,17.16244,True,cwhvm1_yc_hw_h,False,138.594908,1,plots/vdyp_fitdiag_tfl6-cwhvm1_yc_hw_h.png,selected_curve_family_available
cwhvm1_dr_m,CWHvm1_DR,True,138.340811,49,CWHvm1,CWH,vm,1.0,DR,M,24.020409,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,334.2,290.0,44.0,10332.0,49.0,False,smoothed_bin_pchip,6.004913,0.01386,6.669719,True,cwhvm1_dr_m,False,138.340811,1,plots/vdyp_fitdiag_tfl6-cwhvm1_dr_m.png,selected_curve_family_available
cwhvm1_ba_hw_m,CWHvm1_BA+HW,True,134.660517,28,CWHvm1,CWH,vm,1.0,BA+HW,M,24.892857,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1026.196731,165.0,26.0,4949.0,49.0,False,smoothed_bin_pchip,21.12753,0.017105,24.777043,True,cwhvm1_ba_hw_m,False,134.660517,1,plots/vdyp_fitdiag_tfl6-cwhvm1_ba_hw_m.png,selected_curve_family_available
cwhvm2_yc_hw_m,CWHvm2_YC+HW,True,65.403134,21,CWHvm2,CWH,vm,2.0,YC+HW,M,12.571428,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_phase5_curve_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,766.889077,155.0,21.0,4129.0,49.0,False,smoothed_bin_pchip,44.25659,0.039618,55.239021,True,cwhvm2_yc_hw_m,False,65.403134,1,plots/vdyp_fitdiag_tfl6-cwhvm2_yc_hw_m.png,selected_curve_family_available
cwhvm1_hw_yc_m,CWHvm1_HW+YC,False,311.913583,36,CWHvm1,CWH,vm,1.0,HW+YC,M,26.166666,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1178.446091,165.0,36.0,8376.0,49.0,False,smoothed_bin_pchip,11.600277,0.008606,10.89495,True,cwhvm1_cw_yc_m,True,285.012202,0,,remapped_to_selected_curve_family
mhmm1_hw_ba_h,MHmm1_HW+BA,False,267.225307,26,MHmm1,MH,mm,1.0,HW+BA,H,23.23077,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1033.654009,195.0,25.0,4915.0,49.0,False,smoothed_bin_pchip,18.026257,0.012501,20.339546,True,cwhvm1_hw_ba_h,True,6336.709216,0,,remapped_to_selected_curve_family
cwhvm1_yc_pl_l,CWHvm1_YC+PL,False,262.207973,12,CWHvm1,CWH,vm,1.0,YC+PL,L,5.5,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1182.330733,150.0,10.0,1031.0,49.0,False,smoothed_bin_pchip,47.83324,0.036728,59.141093,True,cwhvm1_yc_hw_l,True,585.006343,0,,remapped_to_selected_curve_family
cwhvm2_cw_yc_l,CWHvm2_CW+YC,False,261.487908,20,CWHvm2,CWH,vm,2.0,CW+YC,L,8.35,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,578.164472,145.0,19.0,2822.0,49.0,False,smoothed_bin_pchip,20.147723,0.028568,23.853453,True,cwhvm1_cw_yc_l,True,1293.870013,0,,remapped_to_selected_curve_family
cwhvm2_hw_h,CWHvm2_HW,False,253.224256,45,CWHvm2,CWH,vm,2.0,HW,H,26.2,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,922.232001,175.0,43.0,9735.0,49.0,False,smoothed_bin_pchip,7.584521,0.007299,5.29072,True,cwhvm1_hw_h,True,1645.046704,0,,remapped_to_selected_curve_family
cwhvm1_fd_hw_l,CWHvm1_FD+HW,False,242.250001,29,CWHvm1,CWH,vm,1.0,FD+HW,L,19.793104,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,844.079539,175.0,28.0,5511.0,49.0,False,smoothed_bin_pchip,55.729441,0.043696,9.00476,True,cwhvm1_cw_hw_l,True,6107.943901,0,,remapped_to_selected_curve_family
mhmm1_yc_hw_l,MHmm1_YC+HW,False,226.955864,13,MHmm1,MH,mm,1.0,YC+HW,L,8.230769,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,940.744395,145.0,12.0,1403.0,49.0,False,smoothed_bin_pchip,67.767861,0.066468,84.181175,True,cwhvm1_yc_hw_l,True,585.006343,0,,remapped_to_selected_curve_family
cwhvm2_hm_yc_l,CWHvm2_HM+YC,False,221.379093,34,CWHvm2,CWH,vm,2.0,HM+YC,L,4.647059,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1076.62344,140.0,34.0,2636.0,49.0,False,smoothed_bin_pchip,53.31179,0.057738,65.465273,True,cwhvm2_hw_yc_l,True,282.434482,0,,remapped_to_selected_curve_family
cwhvm2_hw_l,CWHvm2_HW,False,220.855384,64,CWHvm2,CWH,vm,2.0,HW,L,13.078125,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,763.349016,145.0,62.0,6797.0,49.0,False,smoothed_bin_pchip,24.546161,0.02819,19.529152,True,cwhvm1_hw_l,True,1582.40532,0,,remapped_to_selected_curve_family
cwhvm1_fd_hw_h,CWHvm1_FD+HW,False,217.754959,21,CWHvm1,CWH,vm,1.0,FD+HW,H,38.190475,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1303.409737,170.0,21.0,4795.0,49.0,False,smoothed_bin_pchip,10.890353,0.006112,5.726977,True,cwhvm1_cw_hw_h,True,6154.404369,0,,remapped_to_selected_curve_family
cwhvm2_yc_hm_l,CWHvm2_YC+HM,False,213.342889,30,CWHvm2,CWH,vm,2.0,YC+HM,L,8.166667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1015.881867,150.0,30.0,1833.0,49.0,False,smoothed_bin_pchip,44.73503,0.040962,55.410809,True,cwhvm2_yc_hw_l,True,398.830202,0,,remapped_to_selected_curve_family
mhmm1_hw_ba_m,MHmm1_HW+BA,False,209.002693,21,MHmm1,MH,mm,1.0,HW+BA,M,13.714286,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,581.452665,95.0,21.0,1471.0,49.0,False,smoothed_bin_pchip,13.130949,0.015967,8.083944,True,cwhvm1_hw_ba_m,True,13083.871387,0,,remapped_to_selected_curve_family
cwhvm2_hm_yc_m,CWHvm2_HM+YC,False,193.711805,31,CWHvm2,CWH,vm,2.0,HM+YC,M,6.290323,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,526.89423,150.0,31.0,2238.0,49.0,False,smoothed_bin_pchip,5.915532,0.009132,3.450031,True,cwhvm2_hw_yc_m,True,265.215143,0,,remapped_to_selected_curve_family
cwhvm2_yc_hm_m,CWHvm2_YC+HM,False,181.463993,26,CWHvm2,CWH,vm,2.0,YC+HM,M,12.538462,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,359.4,290.0,26.0,2132.0,49.0,False,smoothed_bin_pchip,28.128345,0.071976,31.682942,True,cwhvm2_yc_hw_m,True,65.403134,0,,remapped_to_selected_curve_family
cwhvm1_cw_pl_m,CWHvm1_CW+PL,False,180.573688,30,CWHvm1,CWH,vm,1.0,CW+PL,M,11.266666,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,833.249792,155.0,29.0,4886.0,49.0,False,smoothed_bin_pchip,46.522959,0.039314,57.550134,True,cwhvm1_cw_hw_m,True,4015.120247,0,,remapped_to_selected_curve_family
cwhvm2_yc_hm_h,CWHvm2_YC+HM,False,179.119312,27,CWHvm2,CWH,vm,2.0,YC+HM,H,17.407408,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,754.31731,160.0,27.0,4229.0,49.0,False,smoothed_bin_pchip,19.834159,0.022315,23.345018,True,cwhvm2_yc_hw_h,True,351.523571,0,,remapped_to_selected_curve_family
cwhvm2_hw_m,CWHvm2_HW,False,173.739402,30,CWHvm2,CWH,vm,2.0,HW,M,18.9,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,772.800529,160.0,28.0,4322.0,49.0,False,smoothed_bin_pchip,11.278256,0.010294,11.95223,True,cwhvm1_hw_m,True,4138.939451,0,,remapped_to_selected_curve_family
cwhvm1_cw_pl_l,CWHvm1_CW+PL,False,171.750645,46,CWHvm1,CWH,vm,1.0,CW+PL,L,6.521739,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,739.324902,160.0,37.0,6389.0,49.0,False,smoothed_bin_pchip,13.530658,0.014298,13.276976,True,cwhvm1_cw_hw_l,True,6107.943901,0,,remapped_to_selected_curve_family
cwhvm1_fdc_hw_h,CWHvm1_FDC+HW,False,160.439609,13,CWHvm1,CWH,vm,1.0,FDC+HW,H,35.76923,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1386.036079,190.0,13.0,3317.0,49.0,False,smoothed_bin_pchip,9.834819,0.005934,5.86473,True,cwhvm1_dr_hw_h,True,620.529576,0,,remapped_to_selected_curve_family
cwhvm1_hw_yc_l,CWHvm1_HW+YC,False,153.911945,26,CWHvm1,CWH,vm,1.0,HW+YC,L,13.307693,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,700.71252,145.0,24.0,2934.0,49.0,False,smoothed_bin_pchip,14.445664,0.015798,14.473838,True,cwhvm1_cw_yc_l,True,1293.870013,0,,remapped_to_selected_curve_family
cwhvm1_fd_hw_m,CWHvm1_FD+HW,False,151.545099,23,CWHvm1,CWH,vm,1.0,FD+HW,M,28.695652,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1016.234264,220.0,23.0,4893.0,49.0,False,smoothed_bin_pchip,16.424748,0.012901,19.325915,True,cwhvm1_cw_hw_m,True,4015.120247,0,,remapped_to_selected_curve_family
cwhvm1_cw_pl_h,CWHvm1_CW+PL,False,146.582428,25,CWHvm1,CWH,vm,1.0,CW+PL,H,15.56,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,894.781377,160.0,20.0,3303.0,49.0,False,smoothed_bin_pchip,25.508629,0.020082,30.778299,True,cwhvm1_cw_hw_h,True,6154.404369,0,,remapped_to_selected_curve_family
cwhvm1_yc_hm_h,CWHvm1_YC+HM,False,137.789205,12,CWHvm1,CWH,vm,1.0,YC+HM,H,15.166667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1076.525041,145.0,12.0,1428.0,49.0,False,smoothed_bin_pchip,47.840048,0.031227,58.851651,True,cwhvm1_yc_hw_h,True,138.594908,0,,remapped_to_selected_curve_family
cwhvh1_cw_h,CWHvh1_CW,False,137.570264,15,CWHvh1,CWH,vh,1.0,CW,H,17.866667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,892.37858,155.0,15.0,2451.0,49.0,False,smoothed_bin_pchip,17.109981,0.017521,18.194414,True,cwhvm1_cw_h,True,1331.281287,0,,remapped_to_selected_curve_family
mhmm1_hw_ba_l,MHmm1_HW+BA,False,135.845511,27,MHmm1,MH,mm,1.0,HW+BA,L,11.444445,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,833.220315,150.0,27.0,2889.0,49.0,False,smoothed_bin_pchip,24.332241,0.024823,28.704226,True,cwhvm1_hw_ba_l,True,6328.040635,0,,remapped_to_selected_curve_family
mhmm1_ba_hw_l,MHmm1_BA+HW,False,128.503571,15,MHmm1,MH,mm,1.0,BA+HW,L,10.933333,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,515.79472,299.0,15.0,3051.0,49.0,False,smoothed_bin_pchip,4.160405,0.007239,3.4843,True,cwhvm1_ba_hw_l,True,255.663163,0,,remapped_to_selected_curve_family
cwhvm1_cw_ss_l,CWHvm1_CW+SS,False,127.085954,15,CWHvm1,CWH,vm,1.0,CW+SS,L,16.0,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,751.247432,170.0,14.0,2687.0,49.0,False,smoothed_bin_pchip,18.406312,0.020561,22.047993,True,cwhvm1_hw_ss_l,True,4135.63912,0,,remapped_to_selected_curve_family
cwhvm2_hm_yc_h,CWHvm2_HM+YC,False,124.5583,23,CWHvm2,CWH,vm,2.0,HM+YC,H,9.73913,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,721.987961,155.0,23.0,2886.0,49.0,False,smoothed_bin_pchip,25.519573,0.030794,27.057807,True,cwhvm2_hw_yc_h,True,387.20452,0,,remapped_to_selected_curve_family
cwhvm2_yc_cw_m,CWHvm2_YC+CW,False,124.451903,10,CWHvm2,CWH,vm,2.0,YC+CW,M,10.7,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,331.882066,155.0,10.0,1187.0,49.0,False,smoothed_bin_pchip,56.82492,0.125114,30.560473,True,cwhvm1_yc_cw_m,True,300.492117,0,,remapped_to_selected_curve_family
cwhvm2_cw_yc_h,CWHvm2_CW+YC,False,123.128412,16,CWHvm2,CWH,vm,2.0,CW+YC,H,15.0,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,923.605169,190.0,15.0,2109.0,49.0,False,smoothed_bin_pchip,30.549384,0.02204,37.199657,True,cwhvm1_cw_yc_h,True,485.666198,0,,remapped_to_selected_curve_family
cwhvm1_fdc_hw_l,CWHvm1_FDC+HW,False,121.934601,16,CWHvm1,CWH,vm,1.0,FDC+HW,L,25.4375,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,909.796068,145.0,16.0,3978.0,49.0,False,smoothed_bin_pchip,13.36411,0.008608,6.118727,True,cwhvm1_yc_hw_l,True,585.006343,0,,remapped_to_selected_curve_family
cwhvh1_hw_dr_l,CWHvh1_HW+DR,False,119.054185,11,CWHvh1,CWH,vh,1.0,HW+DR,L,11.181818,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,550.470082,145.0,11.0,2361.0,49.0,False,smoothed_bin_pchip,14.790273,0.017352,4.499338,True,cwhvm1_hw_dr_l,True,983.327431,0,,remapped_to_selected_curve_family
cwhvm2_hw_fd_m,CWHvm2_HW+FD,False,115.662647,6,CWHvm2,CWH,vm,2.0,HW+FD,M,25.666666,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1061.455618,180.0,6.0,1026.0,49.0,False,smoothed_bin_pchip,8.716033,0.007438,7.412595,True,cwhvm1_hw_fd_m,True,678.283068,0,,remapped_to_selected_curve_family
cwhvh1_hw_h,CWHvh1_HW,False,114.740455,18,CWHvh1,CWH,vh,1.0,HW,H,25.055555,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,688.019551,170.0,18.0,3416.0,49.0,False,smoothed_bin_pchip,26.010321,0.02423,17.736713,True,cwhvm1_hw_h,True,1645.046704,0,,remapped_to_selected_curve_family
cwhvm1_yc_hm_l,CWHvm1_YC+HM,False,110.82835,18,CWHvm1,CWH,vm,1.0,YC+HM,L,8.666667,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,942.473661,140.0,18.0,1243.0,49.0,False,smoothed_bin_pchip,72.371287,0.087978,89.923651,True,cwhvm1_yc_hw_l,True,585.006343,0,,remapped_to_selected_curve_family
cwhvm1_cw_ss_m,CWHvm1_CW+SS,False,110.703244,18,CWHvm1,CWH,vm,1.0,CW+SS,M,22.61111,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,1007.459527,175.0,17.0,3616.0,49.0,False,smoothed_bin_pchip,8.739966,0.007905,6.310667,True,cwhvm1_hw_ss_m,True,928.457868,0,,remapped_to_selected_curve_family
mhmm1_ba_yc_l,MHmm1_BA+YC,False,109.02341,15,MHmm1,MH,mm,1.0,BA+YC,L,11.733334,natural_unmanaged,natural_or_existing_unmanaged,VDYP 7.33b public natural-stand strategy,p10_4_natural_curve_diagnostics,public_vdyp_curve_available,True,not_applicable,not_applicable,public_vdyp,reviewed_remap_candidate,Existing Phase 5 natural curve available for comparison.,phase10_natural_curve_diagnostics_only,not_model_input,299,1.0,299.0,531.0552,299.0,15.0,3976.0,49.0,False,smoothed_bin_pchip,4.278753,0.007192,3.135828,True,cwhvm1_cw_yc_l,True,1293.870013,0,,remapped_to_selected_curve_family
