stratum_code,au_id,si_class,bec_group,species_combo,bec_zone_code,bec_subzone,bec_variant,bec_phase,stand_count,area_ha,mean_si,median_si,min_si,max_si,si_low_threshold_p35,si_high_threshold_p65,selected_top_90_stratum
CWHvm1_CW+SS,cwhvm1_cw_ss_h,H,CWHvm1,CW+SS,CWH,vm,1.0,,6,50.094683,25.166666,24.5,24.0,27.0,19.0,23.0,False
CWHvm2_YC+BA,cwhvm2_yc_ba_h,H,CWHvm2,YC+BA,CWH,vm,2.0,,8,49.366082,25.0,24.0,21.0,29.0,12.0,20.0,False
CWHvm1_CW+FDC,cwhvm1_cw_fdc_h,H,CWHvm1,CW+FDC,CWH,vm,1.0,,6,48.793295,28.666666,28.0,24.0,36.0,23.0,23.75,False
CWHvm1_HM+YC,cwhvm1_hm_yc_l,L,CWHvm1,HM+YC,CWH,vm,1.0,,11,48.197251,5.454546,5.0,5.0,6.0,6.0,7.35,False
CWHvm1_YC+PL,cwhvm1_yc_pl_m,M,CWHvm1,YC+PL,CWH,vm,1.0,,10,48.079229,7.8,8.0,7.0,8.0,6.0,8.0,False
CWHvm2_CW,cwhvm2_cw_h,H,CWHvm2,CW,CWH,vm,2.0,,12,47.575275,18.916666,16.0,13.0,35.0,10.2,12.8,False
CWHvh1_YC+HW,cwhvh1_yc_hw_h,H,CWHvh1,YC+HW,CWH,vh,1.0,,2,46.42655,17.0,17.0,16.0,18.0,9.45,10.0,False
CWHvh1_HW+DR,cwhvh1_hw_dr_h,H,CWHvh1,HW+DR,CWH,vh,1.0,,9,44.504383,26.222221,26.0,20.0,33.0,15.0,19.0,False
MHmm1_YC+HW,mhmm1_yc_hw_h,H,MHmm1,YC+HW,MH,mm,1.0,,7,43.947364,12.428572,12.0,12.0,14.0,10.0,11.0,False
MHmm1_BA+HW,mhmm1_ba_hw_h,H,MHmm1,BA+HW,MH,mm,1.0,,9,43.925595,26.444445,26.0,26.0,28.0,12.0,24.0,False
CWHvm1_DR+CW,cwhvm1_dr_cw_l,L,CWHvm1,DR+CW,CWH,vm,1.0,,6,43.305532,19.333334,20.0,14.0,22.0,22.95,27.0,False
CWHvm1_CW+DR,cwhvm1_cw_dr_l,L,CWHvm1,CW+DR,CWH,vm,1.0,,6,43.269629,13.333333,14.0,8.0,16.0,19.8,24.0,False
CWHvm2_YC+CW,cwhvm2_yc_cw_h,H,CWHvm2,YC+CW,CWH,vm,2.0,,11,42.750142,17.727272,20.0,13.0,24.0,9.0,12.0,False
MHmm1_YC+BA,mhmm1_yc_ba_h,H,MHmm1,YC+BA,MH,mm,1.0,,5,42.426178,19.8,20.0,16.0,22.0,12.0,13.8,False
CWHvm1_BA+CW,cwhvm1_ba_cw_h,H,CWHvm1,BA+CW,CWH,vm,1.0,,3,42.391591,29.0,29.0,29.0,29.0,24.2,28.7,False
CWHvm2_BA+YC,cwhvm2_ba_yc_m,M,CWHvm2,BA+YC,CWH,vm,2.0,,6,41.538247,19.5,18.5,16.0,24.0,12.2,25.9,False
CWHvm1_DR+SS,cwhvm1_dr_ss_l,L,CWHvm1,DR+SS,CWH,vm,1.0,,11,40.297872,21.727272,22.0,18.0,23.0,23.0,27.0,False
CWHvh1_CW+BA,cwhvh1_cw_ba_l,L,CWHvh1,CW+BA,CWH,vh,1.0,,2,39.133014,16.0,16.0,16.0,16.0,16.15,18.85,False
CWHvm2_FD,cwhvm2_fd_h,H,CWHvm2,FD,CWH,vm,2.0,,2,39.068442,28.5,28.5,21.0,36.0,20.05,20.95,False
MHmm1_HM+BA,mhmm1_hm_ba_m,M,MHmm1,HM+BA,MH,mm,1.0,,4,37.82069,14.0,14.0,12.0,16.0,11.2,16.0,False
CWHvm2_BA+HM,cwhvm2_ba_hm_l,L,CWHvm2,BA+HM,CWH,vm,2.0,,3,35.731667,12.0,12.0,12.0,12.0,15.2,17.0,False
CWHvh1_DR+HW,cwhvh1_dr_hw_h,H,CWHvh1,DR+HW,CWH,vh,1.0,,6,35.703473,33.666668,34.0,30.0,37.0,23.95,28.1,False
CWHvm1_SS,cwhvm1_ss_l,L,CWHvm1,SS,CWH,vm,1.0,,4,35.699306,25.25,25.0,20.0,31.0,31.5,33.0,False
CWHvm1_CW+DR,cwhvm1_cw_dr_h,H,CWHvm1,CW+DR,CWH,vm,1.0,,5,35.129849,28.6,29.0,25.0,33.0,19.8,24.0,False
CWHvh1_HW,cwhvh1_hw_m,M,CWHvh1,HW,CWH,vh,1.0,,13,34.437796,16.846153,17.0,16.0,18.0,15.0,19.0,False
CWHvm1_CW+DR,cwhvm1_cw_dr_m,M,CWHvm1,CW+DR,CWH,vm,1.0,,7,34.138374,22.428572,23.0,20.0,24.0,19.8,24.0,False
MHmm1_BA+HM,mhmm1_ba_hm_h,H,MHmm1,BA+HM,MH,mm,1.0,,2,33.300403,22.0,22.0,16.0,28.0,12.0,12.0,False
CWHvm2_HW+HM,cwhvm2_hw_hm_h,H,CWHvm2,HW+HM,CWH,vm,2.0,,1,33.267401,28.0,28.0,28.0,28.0,24.0,24.0,False
CWHvh1_BA+HW,cwhvh1_ba_hw_h,H,CWHvh1,BA+HW,CWH,vh,1.0,,2,33.092961,24.0,24.0,24.0,24.0,20.2,23.2,False
CWHvm2_CW,cwhvm2_cw_l,L,CWHvm2,CW,CWH,vm,2.0,,12,32.963435,8.833333,10.0,4.0,10.0,10.2,12.8,False
CWHvm2_BA+YC,cwhvm2_ba_yc_h,H,CWHvm2,BA+YC,CWH,vm,2.0,,9,32.54476,26.666666,26.0,26.0,31.0,12.2,25.9,False
MHmm1_HM+YC,mhmm1_hm_yc_h,H,MHmm1,HM+YC,MH,mm,1.0,,6,30.879195,8.666667,7.0,7.0,15.0,5.0,6.0,False
CWHvm2_HW+FDC,cwhvm2_hw_fdc_m,M,CWHvm2,HW+FDC,CWH,vm,2.0,,2,30.742934,23.0,23.0,22.0,24.0,21.5,24.5,False
CWHvm1_PL+CW,cwhvm1_pl_cw_h,H,CWHvm1,PL+CW,CWH,vm,1.0,,4,29.863933,20.0,20.0,19.0,21.0,10.45,18.25,False
CWHvm2_HW+DR,cwhvm2_hw_dr_m,M,CWHvm2,HW+DR,CWH,vm,2.0,,5,29.73143,26.6,27.0,25.0,27.0,23.0,27.7,False
CWHvm1_DR+CW,cwhvm1_dr_cw_m,M,CWHvm1,DR+CW,CWH,vm,1.0,,9,28.065131,26.0,26.0,23.0,27.0,22.95,27.0,False
CWHvh1_CW+SS,cwhvh1_cw_ss_l,L,CWHvh1,CW+SS,CWH,vh,1.0,,9,28.033341,14.777778,16.0,12.0,16.0,16.0,16.45,False
CWHvm2_BA+CW,cwhvm2_ba_cw_l,L,CWHvm2,BA+CW,CWH,vm,2.0,,3,28.016489,20.0,20.0,20.0,20.0,20.4,25.8,False
CWHvh1_HW+FD,cwhvh1_hw_fd_l,L,CWHvh1,HW+FD,CWH,vh,1.0,,2,27.505753,31.0,31.0,31.0,31.0,31.0,31.0,False
CWHvm1_SS+DR,cwhvm1_ss_dr_l,L,CWHvm1,SS+DR,CWH,vm,1.0,,6,27.064091,23.5,27.5,13.0,30.0,30.25,33.75,False
CWHvm1_FDC+DR,cwhvm1_fdc_dr_l,L,CWHvm1,FDC+DR,CWH,vm,1.0,,1,26.969072,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm1_SS,cwhvm1_ss_h,H,CWHvm1,SS,CWH,vm,1.0,,3,26.872267,35.333332,35.0,34.0,37.0,31.5,33.0,False
CWHvm1_SS+CW,cwhvm1_ss_cw_m,M,CWHvm1,SS+CW,CWH,vm,1.0,,5,26.199465,29.8,31.0,28.0,31.0,25.0,31.0,False
CWHvh1_SS+DR,cwhvh1_ss_dr_h,H,CWHvh1,SS+DR,CWH,vh,1.0,,1,26.095362,30.0,30.0,30.0,30.0,28.05,28.95,False
CWHvh1_DR+HW,cwhvh1_dr_hw_m,M,CWHvh1,DR+HW,CWH,vh,1.0,,6,25.523978,25.833334,26.0,24.0,28.0,23.95,28.1,False
CWHvm2_YC+FDC,cwhvm2_yc_fdc_m,M,CWHvm2,YC+FDC,CWH,vm,2.0,,2,25.254206,32.0,32.0,32.0,32.0,28.4,32.0,False
MHmm1_YC+HW,mhmm1_yc_hw_m,M,MHmm1,YC+HW,MH,mm,1.0,,4,25.200728,11.0,11.0,11.0,11.0,10.0,11.0,False
CWHvm2_HW+FD,cwhvm2_hw_fd_l,L,CWHvm2,HW+FD,CWH,vm,2.0,,4,24.536182,14.75,14.5,13.0,17.0,22.1,27.0,False
CWHvm2_FDC+DR,cwhvm2_fdc_dr_l,L,CWHvm2,FDC+DR,CWH,vm,2.0,,1,24.310655,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm1_CW+PW,cwhvm1_cw_pw_l,L,CWHvm1,CW+PW,CWH,vm,1.0,,1,24.173186,23.0,23.0,23.0,23.0,23.0,23.0,False
CWHvm2_HM+BA,cwhvm2_hm_ba_l,L,CWHvm2,HM+BA,CWH,vm,2.0,,7,24.138709,5.285714,6.0,3.0,6.0,6.3,8.7,False
CWHvh1_HW+DR,cwhvh1_hw_dr_m,M,CWHvh1,HW+DR,CWH,vh,1.0,,7,24.096388,18.428572,19.0,17.0,19.0,15.0,19.0,False
CWHvm1_YC+HM,cwhvm1_yc_hm_m,M,CWHvm1,YC+HM,CWH,vm,1.0,,5,23.83159,11.6,12.0,11.0,12.0,10.0,12.1,False
CWHvm1_FDC+SS,cwhvm1_fdc_ss_h,H,CWHvm1,FDC+SS,CWH,vm,1.0,,1,23.57114,32.0,32.0,32.0,32.0,26.8,29.2,False
CWHvm1_DR+SS,cwhvm1_dr_ss_h,H,CWHvm1,DR+SS,CWH,vm,1.0,,8,23.554649,33.375,33.5,28.0,38.0,23.0,27.0,False
CWHvh1_CW+SS,cwhvh1_cw_ss_h,H,CWHvh1,CW+SS,CWH,vh,1.0,,5,23.431873,22.6,24.0,17.0,28.0,16.0,16.45,False
CWHvm2_HW+FD,cwhvm2_hw_fd_h,H,CWHvm2,HW+FD,CWH,vm,2.0,,2,23.118184,28.5,28.5,28.0,29.0,22.1,27.0,False
MHmm1_HW+YC,mhmm1_hw_yc_m,M,MHmm1,HW+YC,MH,mm,1.0,,4,22.953551,13.0,13.0,13.0,13.0,12.0,23.45,False
CWHvm1_CW+PLC,cwhvm1_cw_plc_h,H,CWHvm1,CW+PLC,CWH,vm,1.0,,2,22.941417,23.0,23.0,23.0,23.0,19.0,19.0,False
MHmm1_HM+BA,mhmm1_hm_ba_h,H,MHmm1,HM+BA,MH,mm,1.0,,2,22.910257,21.0,21.0,20.0,22.0,11.2,16.0,False
CWHvm1_FDC+PW,cwhvm1_fdc_pw_l,L,CWHvm1,FDC+PW,CWH,vm,1.0,,1,22.808609,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm2_HM+BA,cwhvm2_hm_ba_h,H,CWHvm2,HM+BA,CWH,vm,2.0,,7,22.80008,11.428572,12.0,9.0,15.0,6.3,8.7,False
CWHvh1_DR+HW,cwhvh1_dr_hw_l,L,CWHvh1,DR+HW,CWH,vh,1.0,,6,22.776487,20.833334,21.5,16.0,23.0,23.95,28.1,False
CWHvm1_PLI+SX,cwhvm1_pli_sx_m,M,CWHvm1,PLI+SX,CWH,vm,1.0,,2,22.381265,18.0,18.0,18.0,18.0,17.25,18.25,False
CWHvm1_FD,cwhvm1_fd_l,L,CWHvm1,FD,CWH,vm,1.0,,5,21.861791,19.4,20.0,17.0,20.0,20.0,21.6,False
CWHvm2_DR+HW,cwhvm2_dr_hw_h,H,CWHvm2,DR+HW,CWH,vm,2.0,,3,20.851129,24.0,24.0,23.0,25.0,18.6,19.8,False
CWHvm1_HW+FDI,cwhvm1_hw_fdi_l,L,CWHvm1,HW+FDI,CWH,vm,1.0,,1,20.651509,29.0,29.0,29.0,29.0,29.0,29.0,False
CWHvm2_CW+DR,cwhvm2_cw_dr_l,L,CWHvm2,CW+DR,CWH,vm,2.0,,2,20.618397,17.0,17.0,17.0,17.0,19.8,24.0,False
MHmm1_CW+HW,mhmm1_cw_hw_l,L,MHmm1,CW+HW,MH,mm,1.0,,4,19.72763,11.0,12.5,6.0,13.0,13.0,14.0,False
CWHvh1_CW+DR,cwhvh1_cw_dr_l,L,CWHvh1,CW+DR,CWH,vh,1.0,,2,19.695209,16.5,16.5,16.0,17.0,17.8,20.2,False
CWHvh1_SS+CW,cwhvh1_ss_cw_m,M,CWHvh1,SS+CW,CWH,vh,1.0,,2,19.546775,19.0,19.0,18.0,20.0,17.75,21.75,False
CWHvm2_FDC+HW,cwhvm2_fdc_hw_l,L,CWHvm2,FDC+HW,CWH,vm,2.0,,1,19.496536,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm1_SS+FDC,cwhvm1_ss_fdc_l,L,CWHvm1,SS+FDC,CWH,vm,1.0,,1,19.296924,31.0,31.0,31.0,31.0,31.0,31.0,False
MHmm1_HM+BA,mhmm1_hm_ba_l,L,MHmm1,HM+BA,MH,mm,1.0,,3,18.697052,7.666666,8.0,7.0,8.0,11.2,16.0,False
CWHvm1_CW+HM,cwhvm1_cw_hm_l,L,CWHvm1,CW+HM,CWH,vm,1.0,,2,18.310785,9.5,9.5,9.0,10.0,10.4,11.6,False
CWHvm1_SS+DR,cwhvm1_ss_dr_m,M,CWHvm1,SS+DR,CWH,vm,1.0,,4,18.01144,32.25,32.5,31.0,33.0,30.25,33.75,False
CWHvm1_SS+DR,cwhvm1_ss_dr_h,H,CWHvm1,SS+DR,CWH,vm,1.0,,6,17.980361,34.833332,35.0,34.0,36.0,30.25,33.75,False
CWHvm1_PL+YC,cwhvm1_pl_yc_l,L,CWHvm1,PL+YC,CWH,vm,1.0,,1,17.898366,4.0,4.0,4.0,4.0,4.0,4.0,False
CWHvm2_CW+FDC,cwhvm2_cw_fdc_h,H,CWHvm2,CW+FDC,CWH,vm,2.0,,1,17.535693,36.0,36.0,36.0,36.0,27.55,31.45,False
CWHvm2_BA+CW,cwhvm2_ba_cw_m,M,CWHvm2,BA+CW,CWH,vm,2.0,,1,17.239776,24.0,24.0,24.0,24.0,20.4,25.8,False
CWHvm2_HW+SS,cwhvm2_hw_ss_l,L,CWHvm2,HW+SS,CWH,vm,2.0,,2,17.169434,13.5,13.5,13.0,14.0,16.0,22.0,False
CWHvh1_SS+CW,cwhvh1_ss_cw_h,H,CWHvh1,SS+CW,CWH,vh,1.0,,2,16.803094,31.5,31.5,27.0,36.0,17.75,21.75,False
CWHvm1_DR+FD,cwhvm1_dr_fd_l,L,CWHvm1,DR+FD,CWH,vm,1.0,,1,16.661973,19.0,19.0,19.0,19.0,19.0,19.0,False
CWHvm2_SX+FDI,cwhvm2_sx_fdi_l,L,CWHvm2,SX+FDI,CWH,vm,2.0,,1,16.5283,26.0,26.0,26.0,26.0,26.0,26.0,False
CWHvm2_HM+BA,cwhvm2_hm_ba_m,M,CWHvm2,HM+BA,CWH,vm,2.0,,5,16.051181,7.6,8.0,7.0,8.0,6.3,8.7,False
CWHvm2_FDC+BA,cwhvm2_fdc_ba_l,L,CWHvm2,FDC+BA,CWH,vm,2.0,,2,15.726265,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm1_CW+HM,cwhvm1_cw_hm_m,M,CWHvm1,CW+HM,CWH,vm,1.0,,1,15.588223,11.0,11.0,11.0,11.0,10.4,11.6,False
CWHvm1_DR+CW,cwhvm1_dr_cw_h,H,CWHvm1,DR+CW,CWH,vm,1.0,,3,15.26556,31.333334,32.0,28.0,34.0,22.95,27.0,False
CWHvm1_YC+PL,cwhvm1_yc_pl_h,H,CWHvm1,YC+PL,CWH,vm,1.0,,5,15.182932,9.4,9.0,9.0,10.0,6.0,8.0,False
MHmm1_HM+YC,mhmm1_hm_yc_m,M,MHmm1,HM+YC,MH,mm,1.0,,4,15.085226,6.0,6.0,6.0,6.0,5.0,6.0,False
CWHvm1_CW+HM,cwhvm1_cw_hm_h,H,CWHvm1,CW+HM,CWH,vm,1.0,,2,14.873017,14.0,14.0,12.0,16.0,10.4,11.6,False
MHmm1_YC+HM,mhmm1_yc_hm_l,L,MHmm1,YC+HM,MH,mm,1.0,,6,14.872596,5.833334,5.0,5.0,8.0,9.8,13.0,False
CWHvm1_CW+FD,cwhvm1_cw_fd_l,L,CWHvm1,CW+FD,CWH,vm,1.0,,1,14.815714,23.0,23.0,23.0,23.0,23.7,24.3,False
CWHvm1_BA+YC,cwhvm1_ba_yc_l,L,CWHvm1,BA+YC,CWH,vm,1.0,,1,14.543416,26.0,26.0,26.0,26.0,26.0,26.0,False
MHmm1_HW+CW,mhmm1_hw_cw_l,L,MHmm1,HW+CW,MH,mm,1.0,,2,14.457255,11.5,11.5,11.0,12.0,12.05,12.95,False
CWHvm2_HW+SS,cwhvm2_hw_ss_h,H,CWHvm2,HW+SS,CWH,vm,2.0,,2,14.350215,26.0,26.0,24.0,28.0,16.0,22.0,False
MHmm1_YC,mhmm1_yc_h,H,MHmm1,YC,MH,mm,1.0,,3,14.322054,13.333333,11.0,9.0,20.0,8.0,8.9,False
CWHvm2_BA+CW,cwhvm2_ba_cw_h,H,CWHvm2,BA+CW,CWH,vm,2.0,,3,13.9121,26.0,26.0,26.0,26.0,20.4,25.8,False
CWHvm1_DR+SS,cwhvm1_dr_ss_m,M,CWHvm1,DR+SS,CWH,vm,1.0,,7,13.551566,25.571428,25.0,25.0,27.0,23.0,27.0,False
CWHvm1_PL+CW,cwhvm1_pl_cw_l,L,CWHvm1,PL+CW,CWH,vm,1.0,,4,13.03164,6.5,5.5,5.0,10.0,10.45,18.25,False
CWHvm2_HW+FDC,cwhvm2_hw_fdc_h,H,CWHvm2,HW+FDC,CWH,vm,2.0,,2,12.801049,27.0,27.0,26.0,28.0,21.5,24.5,False
CWHvh1_YC+HW,cwhvh1_yc_hw_l,L,CWHvh1,YC+HW,CWH,vh,1.0,,3,12.65595,8.666667,9.0,8.0,9.0,9.45,10.0,False
CWHvh1_SS+CW,cwhvh1_ss_cw_l,L,CWHvh1,SS+CW,CWH,vh,1.0,,2,12.632624,14.0,14.0,11.0,17.0,17.75,21.75,False
CWHvh1_DR,cwhvh1_dr_l,L,CWHvh1,DR,CWH,vh,1.0,,5,12.529475,18.2,19.0,16.0,20.0,20.9,22.2,False
CWHvh1_CW+DR,cwhvh1_cw_dr_h,H,CWHvh1,CW+DR,CWH,vh,1.0,,2,12.524962,22.0,22.0,21.0,23.0,17.8,20.2,False
MHmm1_CW+HW,mhmm1_cw_hw_m,M,MHmm1,CW+HW,MH,mm,1.0,,3,12.460449,14.0,14.0,14.0,14.0,13.0,14.0,False
CWHvm2_CW+DR,cwhvm2_cw_dr_m,M,CWHvm2,CW+DR,CWH,vm,2.0,,2,12.376592,24.0,24.0,24.0,24.0,19.8,24.0,False
CWHvh1_DR,cwhvh1_dr_m,M,CWHvh1,DR,CWH,vh,1.0,,5,12.166177,21.4,21.0,21.0,22.0,20.9,22.2,False
CWHvm1_YC+BA,cwhvm1_yc_ba_h,H,CWHvm1,YC+BA,CWH,vm,1.0,,1,12.158754,28.0,28.0,28.0,28.0,24.1,25.9,False
CWHvm2_FDC,cwhvm2_fdc_l,L,CWHvm2,FDC,CWH,vm,2.0,,1,12.133032,36.0,36.0,36.0,36.0,36.0,36.0,False
CWHvm1_SS,cwhvm1_ss_m,M,CWHvm1,SS,CWH,vm,1.0,,4,11.798551,32.75,33.0,32.0,33.0,31.5,33.0,False
CWHvm1_SS+BA,cwhvm1_ss_ba_l,L,CWHvm1,SS+BA,CWH,vm,1.0,,4,11.796966,26.25,31.0,12.0,31.0,31.0,31.0,False
CWHvm2_HW+FDC,cwhvm2_hw_fdc_l,L,CWHvm2,HW+FDC,CWH,vm,2.0,,2,11.431529,19.5,19.5,19.0,20.0,21.5,24.5,False
CWHvh1_DR,cwhvh1_dr_h,H,CWHvh1,DR,CWH,vh,1.0,,5,11.404313,25.6,25.0,24.0,27.0,20.9,22.2,False
CWHvm2_YC+PL,cwhvm2_yc_pl_h,H,CWHvm2,YC+PL,CWH,vm,2.0,,1,11.178733,7.0,7.0,7.0,7.0,6.0,6.3,False
CWHvm2_SS+HW,cwhvm2_ss_hw_l,L,CWHvm2,SS+HW,CWH,vm,2.0,,1,10.906611,23.0,23.0,23.0,23.0,25.8,28.2,False
CWHvm2_YC,cwhvm2_yc_h,H,CWHvm2,YC,CWH,vm,2.0,,3,10.815182,20.0,20.0,20.0,20.0,8.0,15.05,False
CWHvm2_HM+CW,cwhvm2_hm_cw_l,L,CWHvm2,HM+CW,CWH,vm,2.0,,3,10.699784,6.0,6.0,6.0,6.0,6.0,7.0,False
CWHvm1_BA+CW,cwhvm1_ba_cw_l,L,CWHvm1,BA+CW,CWH,vm,1.0,,3,10.400133,21.666666,22.0,19.0,24.0,24.2,28.7,False
CWHvm2_DR+HW,cwhvm2_dr_hw_m,M,CWHvm2,DR+HW,CWH,vm,2.0,,3,10.35286,19.0,19.0,19.0,19.0,18.6,19.8,False
CWHvh1_FD+CW,cwhvh1_fd_cw_l,L,CWHvh1,FD+CW,CWH,vh,1.0,,2,10.330175,29.0,29.0,29.0,29.0,29.0,29.0,False
CWHvm2_BA+HM,cwhvm2_ba_hm_m,M,CWHvm2,BA+HM,CWH,vm,2.0,,3,10.303989,16.0,16.0,16.0,16.0,15.2,17.0,False
MHmm1_YC,mhmm1_yc_l,L,MHmm1,YC,MH,mm,1.0,,4,10.202629,7.5,8.0,6.0,8.0,8.0,8.9,False
CWHvm1_YC,cwhvm1_yc_l,L,CWHvm1,YC,CWH,vm,1.0,,5,10.007146,6.4,6.0,6.0,7.0,7.0,16.5,False
CWHvh1_SS,cwhvh1_ss_l,L,CWHvh1,SS,CWH,vh,1.0,,2,9.962806,23.0,23.0,18.0,28.0,28.05,28.95,False
CWHvm2_DR,cwhvm2_dr_h,H,CWHvm2,DR,CWH,vm,2.0,,4,9.356125,25.5,25.5,23.0,28.0,16.45,22.85,False
CWHvm2_CW+HM,cwhvm2_cw_hm_l,L,CWHvm2,CW+HM,CWH,vm,2.0,,1,9.288735,9.0,9.0,9.0,9.0,9.35,9.65,False
MHmm1_YC+CW,mhmm1_yc_cw_h,H,MHmm1,YC+CW,MH,mm,1.0,,1,8.799992,12.0,12.0,12.0,12.0,8.1,9.9,False
CWHvh1_DR+SS,cwhvh1_dr_ss_h,H,CWHvh1,DR+SS,CWH,vh,1.0,,1,8.797887,33.0,33.0,33.0,33.0,18.7,25.3,False
CWHvm1_FDC+CW,cwhvm1_fdc_cw_h,H,CWHvm1,FDC+CW,CWH,vm,1.0,,1,8.702309,38.0,38.0,38.0,38.0,36.0,36.0,False
CWHvm2_CW+BA,cwhvm2_cw_ba_l,L,CWHvm2,CW+BA,CWH,vm,2.0,,2,8.483261,24.0,24.0,24.0,24.0,24.0,24.0,False
CWHvm1_HW+HW,cwhvm1_hw_hw_h,H,CWHvm1,HW+HW,CWH,vm,1.0,,1,8.360071,24.0,24.0,24.0,24.0,23.35,23.65,False
CWHvh1_SS,cwhvh1_ss_h,H,CWHvh1,SS,CWH,vh,1.0,,2,7.642581,30.5,30.5,29.0,32.0,28.05,28.95,False
CWHvm2_HW+TW,cwhvm2_hw_tw_l,L,CWHvm2,HW+TW,CWH,vm,2.0,,1,7.629416,16.0,16.0,16.0,16.0,16.0,16.0,False
CWHvm1_DR+BA,cwhvm1_dr_ba_l,L,CWHvm1,DR+BA,CWH,vm,1.0,,1,7.321343,50.0,50.0,50.0,50.0,50.0,50.0,False
CWHvh1_DR+BA,cwhvh1_dr_ba_l,L,CWHvh1,DR+BA,CWH,vh,1.0,,1,7.224347,16.0,16.0,16.0,16.0,16.0,16.0,False
CWHvm2_DR,cwhvm2_dr_l,L,CWHvm2,DR,CWH,vm,2.0,,4,7.134024,16.0,16.0,16.0,16.0,16.45,22.85,False
CWHvm2_DR+HW,cwhvm2_dr_hw_l,L,CWHvm2,DR+HW,CWH,vm,2.0,,3,7.119795,12.333333,10.0,10.0,17.0,18.6,19.8,False
CWHvm1_HW+PLC,cwhvm1_hw_plc_l,L,CWHvm1,HW+PLC,CWH,vm,1.0,,1,7.059915,22.0,22.0,22.0,22.0,22.0,22.0,False
CWHvm2_CW+DR,cwhvm2_cw_dr_h,H,CWHvm2,CW+DR,CWH,vm,2.0,,1,6.974453,27.0,27.0,27.0,27.0,19.8,24.0,False
CWHvm1_FD,cwhvm1_fd_m,M,CWHvm1,FD,CWH,vm,1.0,,3,6.582337,21.0,21.0,21.0,21.0,20.0,21.6,False
CWHvm2_HW+HM,cwhvm2_hw_hm_l,L,CWHvm2,HW+HM,CWH,vm,2.0,,3,6.418133,24.0,24.0,24.0,24.0,24.0,24.0,False
CWHvm1_PL,cwhvm1_pl_l,L,CWHvm1,PL,CWH,vm,1.0,,1,6.30346,14.0,14.0,14.0,14.0,14.0,14.0,False
CWHvm1_FDC+SS,cwhvm1_fdc_ss_l,L,CWHvm1,FDC+SS,CWH,vm,1.0,,1,6.260418,24.0,24.0,24.0,24.0,26.8,29.2,False
CMAunp_HW+CW,cmaunp_hw_cw_l,L,CMAunp,HW+CW,CMA,unp,,,1,6.153448,12.0,12.0,12.0,12.0,12.0,12.0,False
CWHvm1_CW+FD,cwhvm1_cw_fd_h,H,CWHvm1,CW+FD,CWH,vm,1.0,,1,6.103261,25.0,25.0,25.0,25.0,23.7,24.3,False
CWHvm2_YC,cwhvm2_yc_l,L,CWHvm2,YC,CWH,vm,2.0,,4,5.93998,7.5,8.0,6.0,8.0,8.0,15.05,False
CWHvm1_PL+HW,cwhvm1_pl_hw_h,H,CWHvm1,PL+HW,CWH,vm,1.0,,1,5.904883,21.0,21.0,21.0,21.0,19.05,19.95,False
CWHvm1_HW+YC,cwhvm1_hw_yc_h,H,CWHvm1,HW+YC,CWH,vm,1.0,,1,5.873023,29.0,29.0,29.0,29.0,16.0,28.0,False
CWHvh1_DR+CW,cwhvh1_dr_cw_h,H,CWHvh1,DR+CW,CWH,vh,1.0,,1,5.757372,28.0,28.0,28.0,28.0,26.05,26.95,False
MHmm1_HW,mhmm1_hw_l,L,MHmm1,HW,MH,mm,1.0,,1,5.715932,13.0,13.0,13.0,13.0,13.35,13.65,False
MHmm1_HW+CW,mhmm1_hw_cw_h,H,MHmm1,HW+CW,MH,mm,1.0,,2,5.695731,18.5,18.5,13.0,24.0,12.05,12.95,False
CWHvm1_HM+BA,cwhvm1_hm_ba_h,H,CWHvm1,HM+BA,CWH,vm,1.0,,1,5.243639,17.0,17.0,17.0,17.0,7.1,10.7,False
CWHvm2_FD,cwhvm2_fd_l,L,CWHvm2,FD,CWH,vm,2.0,,2,5.198442,20.0,20.0,20.0,20.0,20.05,20.95,False
CWHvm1_BA,cwhvm1_ba_l,L,CWHvm1,BA,CWH,vm,1.0,,3,5.073632,29.0,29.0,29.0,29.0,29.0,29.0,False
CWHvm1_AC+DR,cwhvm1_ac_dr_l,L,CWHvm1,AC+DR,CWH,vm,1.0,,1,4.826472,34.0,34.0,34.0,34.0,34.0,34.0,False
CWHvm1_HW+HW,cwhvm1_hw_hw_l,L,CWHvm1,HW+HW,CWH,vm,1.0,,1,4.822996,23.0,23.0,23.0,23.0,23.35,23.65,False
CWHvm1_PLI+SX,cwhvm1_pli_sx_h,H,CWHvm1,PLI+SX,CWH,vm,1.0,,2,4.800179,19.0,19.0,19.0,19.0,17.25,18.25,False
CWHvh1_FD+HW,cwhvh1_fd_hw_h,H,CWHvh1,FD+HW,CWH,vh,1.0,,1,4.755697,25.0,25.0,25.0,25.0,19.15,21.85,False
CWHvm1_DR+AC,cwhvm1_dr_ac_l,L,CWHvm1,DR+AC,CWH,vm,1.0,,1,4.450945,21.0,21.0,21.0,21.0,21.0,21.0,False
