source_table,legacy_au_code,legacy_au_footnote_marker,legacy_age_band_context,initial_sph,spaced_sph,ba_pct,cw_pct,cy_pct,fd_pct,hw_pct,ss_pct,other_pct,ba_si,cw_cy_si,fd_si,hw_si,ss_si,genetic_worth_cw_pct,genetic_worth_cy_pct,genetic_worth_fd_pct,genetic_worth_hw_pct,thlb_area_ha,oaf1_pct,oaf2_pct,utilization_dbh_cm,regen_delay_years,notes,raw_row
mp10_table_27,1242,,existing_managed_aged_11_50,1600,900,0,0,0,73,27,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,143,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"1242 1,600 900 - - - 73 27 - - 26.2 23.8 31.4 28.0 31.0 143"
mp10_table_27,1250,,existing_managed_aged_11_50,900,,9,8,0,0,83,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,17840,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"1250 900  9 8 - - 83 - - 26.2 23.8 31.4 28.0 31.0 17,840"
mp10_table_27,1251,,existing_managed_aged_11_50,900,,0,19,0,0,81,0,0,26.2,27.0,31.4,33.7,35.0,0,0,0,0,1925,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"1251 900  - 19 - - 81 - - 26.2 27.0 31.4 33.7 35.0 1,925"
mp10_table_27,1252,,existing_managed_aged_11_50,1600,900,8,0,0,0,92,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,3660,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"1252 1,600 900 8 - - - 92 - - 26.2 23.8 31.4 28.0 31.0 3,660"
mp10_table_27,1260,,existing_managed_aged_11_50,900,,0,0,0,0,33,67,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,472,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,1260 900  - - - - 33 67 - 26.2 23.8 31.4 28.0 31.0 472
mp10_table_27,1262,,existing_managed_aged_11_50,1600,900,0,0,0,0,27,73,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,58,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"1262 1,600 900 - - - - 27 73 - 26.2 23.8 31.4 28.0 31.0 58"
mp10_table_27,2270,,existing_managed_aged_11_50,900,,0,35,0,0,35,30,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,128,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,2270 900  - 35 - - 35 30 - 26.2 23.8 31.4 28.0 31.0 128
mp10_table_27,3210,,existing_managed_aged_11_50,900,,68,0,0,0,32,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,103,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,3210 900  68 - - - 32 - - 26.2 23.8 31.4 28.0 31.0 103
mp10_table_27,3220,,existing_managed_aged_11_50,900,,0,75,0,0,25,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,150,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,3220 900  - 75 - - 25 - - 26.2 23.8 31.4 28.0 31.0 150
mp10_table_27,3221,,existing_managed_aged_11_50,900,,0,75,0,0,25,0,0,26.2,27.0,31.4,33.7,35.0,0,0,0,0,167,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,3221 900  - 75 - - 25 - - 26.2 27.0 31.4 33.7 35.0 167
mp10_table_27,3250,,existing_managed_aged_11_50,900,,10,9,0,0,81,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,2382,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"3250 900  10 9 - - 81 - - 26.2 23.8 31.4 28.0 31.0 2,382"
mp10_table_27,3251,,existing_managed_aged_11_50,900,,1,13,0,0,86,0,0,26.2,27.0,31.4,33.7,35.0,0,0,0,0,190,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,3251 900  1 13 - - 86 - - 26.2 27.0 31.4 33.7 35.0 190
mp10_table_27,3252,,existing_managed_aged_11_50,1600,900,5,8,0,0,81,6,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,229,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"3252 1,600 900 5 8 - - 81 6 - 26.2 23.8 31.4 28.0 31.0 229"
mp10_table_27,3270,,existing_managed_aged_11_50,900,,0,6,22,21,21,30,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,71,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,3270 900  - 6 22 21 21 30 - 26.2 23.8 31.4 28.0 31.0 71
mp10_table_27,4240,,existing_managed_aged_11_50,900,,7,3,0,61,29,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,120,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,4240 900  7 3 - 61 29 - - 26.2 23.8 31.4 28.0 31.0 120
mp10_table_27,4241,,existing_managed_aged_11_50,900,,0,0,0,55,40,0,5,26.2,27.0,31.4,33.7,35.0,0,0,0,0,59,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,4241 900  - - - 55 40 - 5 26.2 27.0 31.4 33.7 35.0 59
mp10_table_27,4250,,existing_managed_aged_11_50,900,,9,8,0,14,64,0,5,26.2,23.8,31.4,28.0,31.0,0,0,0,0,104,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,4250 900  9 8 - 14 64 - 5 26.2 23.8 31.4 28.0 31.0 104
mp10_table_27,5210,,existing_managed_aged_11_50,900,,62,0,4,0,34,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,626,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,5210 900  62 - 4 - 34 - - 26.2 23.8 31.4 28.0 31.0 626
mp10_table_27,5220,,existing_managed_aged_11_50,900,,0,75,0,0,25,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,204,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,5220 900  - 75 - - 25 - - 26.2 23.8 31.4 28.0 31.0 204
mp10_table_27,5221,,existing_managed_aged_11_50,900,,0,80,0,0,20,0,0,26.2,27.0,31.4,33.7,35.0,0,0,0,0,42,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,5221 900  - 80 - - 20 - - 26.2 27.0 31.4 33.7 35.0 42
mp10_table_27,5230,,existing_managed_aged_11_50,900,,16,8,52,0,24,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,168,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,5230 900  16 8 52 - 24 - - 26.2 23.8 31.4 28.0 31.0 168
mp10_table_27,5250,,existing_managed_aged_11_50,900,,17,6,0,0,77,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,2758,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"5250 900  17 6 - - 77 - - 26.2 23.8 31.4 28.0 31.0 2,758"
mp10_table_27,5251,,existing_managed_aged_11_50,900,,12,8,0,0,80,0,0,26.2,27.0,31.4,33.7,35.0,0,0,0,0,69,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,5251 900  12 8 - - 80 - - 26.2 27.0 31.4 33.7 35.0 69
mp10_table_27,5252,,existing_managed_aged_11_50,1600,900,23,0,0,0,77,0,0,26.2,23.8,31.4,28.0,31.0,0,0,0,0,263,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"5252 1,600 900 23 - - - 77 - - 26.2 23.8 31.4 28.0 31.0 263"
mp10_table_27,6210,,existing_managed_aged_11_50,1200,,80,7,0,0,13,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,47,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6210 1,200  80 7 - - 13 - - 20.7 19.2 22.6 20.1 25.0 47"
mp10_table_27,6220,,existing_managed_aged_11_50,1200,,0,76,0,0,24,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,2637,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6220 1,200  - 76 - - 24 - - 20.7 19.2 22.6 20.1 25.0 2,637"
mp10_table_27,6221,,existing_managed_aged_11_50,1200,,0,84,0,0,16,0,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,3398,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6221 1,200  - 84 - - 16 - - 20.7 23.8 22.6 28.0 31.0 3,398"
mp10_table_27,6230,,existing_managed_aged_11_50,1200,,0,16,71,0,13,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,68,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6230 1,200  - 16 71 - 13 - - 20.7 19.2 22.6 20.1 25.0 68"
mp10_table_27,6240,,existing_managed_aged_11_50,1200,,0,22,0,70,8,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,43,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6240 1,200  - 22 - 70 8 - - 20.7 19.2 22.6 20.1 25.0 43"
mp10_table_27,6250,,existing_managed_aged_11_50,1200,,0,20,0,0,80,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,1270,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6250 1,200  - 20 - - 80 - - 20.7 19.2 22.6 20.1 25.0 1,270"
mp10_table_27,6251,,existing_managed_aged_11_50,1200,,0,26,0,0,69,5,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,977,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6251 1,200  - 26 - - 69 5 - 20.7 23.8 22.6 28.0 31.0 977"
mp10_table_27,6261,,existing_managed_aged_11_50,1200,,0,26,0,0,24,50,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,22,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6261 1,200  - 26 - - 24 50 - 20.7 23.8 22.6 28.0 31.0 22"
mp10_table_27,6270,,existing_managed_aged_11_50,1200,,0,15,0,0,27,46,12,20.7,19.2,22.6,20.1,25.0,0,0,0,0,54,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"6270 1,200  - 15 - - 27 46 12 20.7 19.2 22.6 20.1 25.0 54"
mp10_table_27,7220,,existing_managed_aged_11_50,800,,0,78,0,0,22,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,730,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7220 800  - 78 - - 22 - - 20.7 19.2 22.6 20.1 25.0 730
mp10_table_27,7221,,existing_managed_aged_11_50,800,,0,88,0,0,12,0,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,715,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7221 800  - 88 - - 12 - - 20.7 23.8 22.6 28.0 31.0 715
mp10_table_27,7250,,existing_managed_aged_11_50,800,,6,14,0,0,74,6,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,999,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7250 800  6 14 - - 74 6 - 20.7 19.2 22.6 20.1 25.0 999
mp10_table_27,7251,,existing_managed_aged_11_50,800,,0,24,0,0,68,8,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,266,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7251 800  - 24 - - 68 8 - 20.7 23.8 22.6 28.0 31.0 266
mp10_table_27,7252,,existing_managed_aged_11_50,1600,900,7,6,0,5,76,6,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,64,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,"7252 1,600 900 7 6 - 5 76 6 - 20.7 19.2 22.6 20.1 25.0 64"
mp10_table_27,7260,,existing_managed_aged_11_50,800,,0,13,0,0,26,61,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,72,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7260 800  - 13 - - 26 61 - 20.7 19.2 22.6 20.1 25.0 72
mp10_table_27,7261,,existing_managed_aged_11_50,800,,0,30,0,0,16,54,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,36,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7261 800  - 30 - - 16 54 - 20.7 23.8 22.6 28.0 31.0 36
mp10_table_27,7270,,existing_managed_aged_11_50,800,,0,10,39,11,16,0,24,20.7,19.2,22.6,20.1,25.0,0,0,0,0,95,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,7270 800  - 10 39 11 16 - 24 20.7 19.2 22.6 20.1 25.0 95
mp10_table_27,8250,,existing_managed_aged_11_50,800,,0,13,0,12,75,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,129,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,8250 800  - 13 - 12 75 - - 20.7 19.2 22.6 20.1 25.0 129
mp10_table_27,8270,,existing_managed_aged_11_50,800,,0,53,0,26,21,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,48,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,8270 800  - 53 - 26 21 - - 20.7 19.2 22.6 20.1 25.0 48
mp10_table_27,9220,,existing_managed_aged_11_50,800,,0,83,0,0,17,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,108,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,9220 800  - 83 - - 17 - - 20.7 19.2 22.6 20.1 25.0 108
mp10_table_27,9221,,existing_managed_aged_11_50,800,,0,88,0,0,12,0,0,20.7,23.8,22.6,28.0,31.0,0,0,0,0,35,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,9221 800  - 88 - - 12 - - 20.7 23.8 22.6 28.0 31.0 35
mp10_table_27,9250,,existing_managed_aged_11_50,800,,17,9,0,0,74,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,256,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,9250 800  17 9 - - 74 - - 20.7 19.2 22.6 20.1 25.0 256
mp10_table_27,9270,,existing_managed_aged_11_50,800,,38,5,28,0,29,0,0,20.7,19.2,22.6,20.1,25.0,0,0,0,0,16,10,5,12.5,,No genetic gain applied to stands in this age range; Table 27 row values are area-weighted averages by legacy AU.,9270 800  38 5 28 - 29 - - 20.7 19.2 22.6 20.1 25.0 16
mp10_table_28,0110,,existing_managed_aged_1_10,1100,,40,0,0,0,20,40,,30.1,27.0,37.5,33.7,35.2,0,0,0,10,194,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"0110 1,100 40 - - - 20 40 30.1 27.0 37.5 33.7 35.2 - - - 10 194"
mp10_table_28,0150,,existing_managed_aged_1_10,1100,,11,16,0,0,73,0,,30.1,27.0,37.5,33.7,35.2,0,0,0,10,44,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"0150 1,100 11 16 - - 73 - 30.1 27.0 37.5 33.7 35.2 - - - 10 44"
mp10_table_28,1110,,existing_managed_aged_1_10,1100,,61,0,9,0,30,0,,26.2,23.8,31.4,28.0,31.0,8,0,0,10,24,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"1110 1,100 61 - 9 - 30 - 26.2 23.8 31.4 28.0 31.0 8 - - 10 24"
mp10_table_28,1120,,existing_managed_aged_1_10,1100,,0,71,0,0,29,0,,26.2,23.8,31.4,28.0,31.0,8,0,0,10,154,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"1120 1,100 - 71 - - 29 - 26.2 23.8 31.4 28.0 31.0 8 - - 10 154"
mp10_table_28,1150,,existing_managed_aged_1_10,1100,,19,18,0,0,63,0,,26.2,23.8,31.4,28.0,31.0,8,0,0,10,5815,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"1150 1,100 19 18 - - 63 - 26.2 23.8 31.4 28.0 31.0 8 - - 10 5,815"
mp10_table_28,2120,,existing_managed_aged_1_10,1100,,1,57,0,0,2,40,,26.2,23.8,31.4,28.0,31.0,8,0,0,0,15,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"2120 1,100 1 57 - - 2 40 26.2 23.8 31.4 28.0 31.0 8 - - - 15"
mp10_table_28,3150,,existing_managed_aged_1_10,1100,,29,19,0,0,52,0,,26.2,23.8,31.4,28.0,31.0,8,0,0,10,876,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"3150 1,100 29 19 - - 52 - 26.2 23.8 31.4 28.0 31.0 8 - - 10 876"
mp10_table_28,4140,,existing_managed_aged_1_10,1100,,0,24,0,63,13,0,,26.2,23.8,31.4,28.0,31.0,8,0,10,10,384,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"4140 1,100 - 24 - 63 13 - 26.2 23.8 31.4 28.0 31.0 8 - 10 10 384"
mp10_table_28,5110,,existing_managed_aged_1_10,1100,,41,0,24,0,35,0,,26.2,23.8,31.4,28.0,31.0,0,7,0,6,755,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"5110 1,100 41 - 24 - 35 - 26.2 23.8 31.4 28.0 31.0 - 7 - 6 755"
mp10_table_28,5150,,existing_managed_aged_1_10,1100,,23,10,5,0,62,0,,26.2,23.8,31.4,28.0,31.0,0,7,0,6,153,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"5150 1,100 23 10 5 - 62 - 26.2 23.8 31.4 28.0 31.0 - 7 - 6 153"
mp10_table_28,6120,,existing_managed_aged_1_10,1500,,0,98,0,0,2,0,,20.7,19.2,22.6,20.1,25.0,8,0,0,0,1078,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"6120 1,500 - 98 - - 2 - 20.7 19.2 22.6 20.1 25.0 8 - - - 1,078"
mp10_table_28,6150,,existing_managed_aged_1_10,1500,,13,10,0,0,77,0,,20.7,19.2,22.6,20.1,25.0,8,0,0,0,56,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"6150 1,500 13 10 - - 77 - 20.7 19.2 22.6 20.1 25.0 8 - - - 56"
mp10_table_28,7120,,existing_managed_aged_1_10,1000,,0,89,0,0,11,0,,20.7,19.2,22.6,20.1,25.0,8,0,0,10,304,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"7120 1,000 - 89 - - 11 - 20.7 19.2 22.6 20.1 25.0 8 - - 10 304"
mp10_table_28,7150,,existing_managed_aged_1_10,1000,,9,17,0,0,74,0,,20.7,19.2,22.6,20.1,25.0,8,0,0,10,24,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"7150 1,000 9 17 - - 74 - 20.7 19.2 22.6 20.1 25.0 8 - - 10 24"
mp10_table_28,8170,,existing_managed_aged_1_10,1000,,0,21,0,37,42,0,,20.7,19.2,22.6,20.1,25.0,8,0,10,10,21,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"8170 1,000 - 21 - 37 42 - 20.7 19.2 22.6 20.1 25.0 8 - 10 10 21"
mp10_table_28,9150,,existing_managed_aged_1_10,1000,,2,1,37,0,60,0,,20.7,19.2,22.6,20.1,25.0,0,7,0,6,48,10,5,12.5,,Genetic worth values from table; Hw values reduced per table footnote where applicable.,"9150 1,000 2 1 37 - 60 - 20.7 19.2 22.6 20.1 25.0 - 7 - 6 48"
mp10_table_29,0500,,future_managed,1100,,40,0,0,0,20,40,,30.1,27.0,37.5,33.7,35.2,0,0,0,10,3384,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"0500 1,100 40 - - - 20 40 30.1 27.0 37.5 33.7 35.2 - - - 10 3,384"
mp10_table_29,1500,2,future_managed,1100,,20,20,0,0,60,0,,26.2,23.8,31.4,28.0,31.0,8,0,0,10,41399,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"15002 1,100 20 20 - - 60 - 26.2 23.8 31.4 28.0 31.0 8 - - 10 41,399"
mp10_table_29,1510,,future_managed,3000,,20,0,0,0,80,0,,26.2,23.8,31.4,28.0,31.0,0,0,0,0,17743,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"1510 3,000 20 - - - 80 - 26.2 23.8 31.4 28.0 31.0 - - - - 17,743"
mp10_table_29,2500,,future_managed,1100,,0,60,0,0,0,40,,26.2,23.8,31.4,28.0,31.0,8,0,0,0,276,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"2500 1,100 - 60 - - - 40 26.2 23.8 31.4 28.0 31.0 8 - - - 276"
mp10_table_29,3500,,future_managed,1100,,30,20,0,0,0,50,,26.2,23.8,31.4,28.0,31.0,8,0,0,10,9375,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"3500 1,100 30 20 - - - 50 26.2 23.8 31.4 28.0 31.0 8 - - 10 9,375"
mp10_table_29,4500,,future_managed,1100,,0,25,0,65,10,0,,26.2,23.8,31.4,28.0,31.0,8,0,10,10,2619,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"4500 1,100 - 25 - 65 10 - 26.2 23.8 31.4 28.0 31.0 8 - 10 10 2,619"
mp10_table_29,5500,2,future_managed,1100,,40,0,25,0,35,0,,26.2,23.8,31.4,28.0,31.0,0,7,0,6,6742,10,5,12.5,1 planted / 3 natural per Section 8.6.5,Future managed stand row; footnote markers on AU code retained where present.,"55002 1,100 40 - 25 - 35 - 26.2 23.8 31.4 28.0 31.0 - 7 - 6 6,742"
