feature_id,age,treated_volume,au_id,stratum_code,si_class,curve_lane,selected_top_90_stratum,area_ha,source_table,matched_legacy_au_code,match_confidence,other_species_pct_encoded_as_dr,oaf1_factor,oaf2_factor,planting_delay,planted_percent
600241,230,1090.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,240,1100.7,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,250,1108.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,260,1114.7,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,270,1119.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,280,1122.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,290,1124.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,300,1126.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,310,1126.6,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,320,1127.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,330,1126.7,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,340,1125.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600241,350,1124.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_11_50,True,1076.780452,mp10_table_27,6220,high,0.0,0.9,0.95,0,100
600242,0,0.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,10,0.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,20,6.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,30,110.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,40,247.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,50,401.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,60,540.3,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,70,684.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,80,804.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,90,908.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,100,1021.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,110,1112.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,120,1190.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,130,1258.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,140,1316.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,150,1367.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,160,1410.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,170,1446.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,180,1475.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,190,1503.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,200,1529.3,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,210,1552.3,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,220,1571.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,230,1587.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,240,1600.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,250,1609.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,260,1617.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,270,1623.3,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,280,1626.7,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,290,1629.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,300,1631.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,310,1633.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,320,1634.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,330,1633.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,340,1632.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600242,350,1631.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,existing_managed_1_10,True,1076.780452,mp10_table_28,1120,medium,0.0,0.9,0.95,0,100
600243,0,0.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,10,0.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,20,0.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,30,14.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,40,92.7,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,50,184.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,60,287.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,70,374.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,80,462.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,90,550.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,100,629.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,110,696.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,120,749.7,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,130,795.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,140,849.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,150,895.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,160,934.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,170,966.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,180,991.3,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,190,1012.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,200,1030.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,210,1044.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,220,1056.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,230,1066.4,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,240,1074.3,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,250,1080.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,260,1085.5,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,270,1088.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,280,1090.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,290,1091.8,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,300,1091.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,310,1091.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,320,1090.0,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,330,1088.2,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,340,1085.9,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600243,350,1083.1,cwhvh1_cw_hw_h,CWHvh1_CW+HW,H,future_managed,True,1076.780452,mp10_table_29,7500,medium,0.0,0.9,0.95,1,100
600231,0,0.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,10,0.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,20,0.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,30,18.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,40,91.9,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,50,178.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,60,277.4,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,70,362.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,80,453.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,90,540.9,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,100,620.9,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,110,688.9,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,120,744.1,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,130,793.4,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,140,848.1,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,150,894.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,160,934.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,170,967.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,180,994.8,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,190,1018.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,200,1038.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,210,1055.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,220,1069.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,230,1081.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,240,1091.6,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,250,1100.1,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,260,1106.3,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,270,1111.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,280,1114.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,290,1117.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,300,1118.4,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,310,1119.1,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,320,1119.6,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,330,1119.6,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,340,1118.9,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600231,350,1117.7,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_11_50,True,1104.143424,mp10_table_27,7220,medium,0.0,0.9,0.95,0,100
600232,0,0.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,10,0.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,20,0.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,30,20.4,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,40,101.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,50,193.6,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,60,297.1,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,70,382.0,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,80,471.6,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,90,558.7,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,100,637.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,110,702.5,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,120,754.8,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,130,801.2,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
600232,140,854.8,cwhvh1_cw_hw_l,CWHvh1_CW+HW,L,existing_managed_1_10,True,1104.143424,mp10_table_28,7120,medium,0.0,0.9,0.95,0,100
